Year,Station,Variety,Category,Rep,Yield,GD
2016,Barishal,BRRI dhan31,Long,2,6.26,157
2016,Barishal,BRRI dhan32,Medium,2,6.63,157
2016,Barishal,BRRI dhan37,Long,2,1.45,157
2016,Barishal,BRRI dhan38,Long,2,6.3,157
2016,Barishal,BRRI dhan44,Long,2,5.34,157
2016,Barishal,BRRI dhan52,Long,2,7.03,157
2016,Barishal,BRRI dhan71,Short,2,4.99,157
2016,Barishal,BR22,Long,3,4.1,157
2016,Barishal,BRRI dhan31,Long,3,7.46,157
2016,Barishal,BRRI dhan32,Medium,3,6.17,157
2016,Barishal,BRRI dhan37,Long,3,6.05,157
2016,Barishal,BRRI dhan38,Long,3,6.27,157
2016,Barishal,BRRI dhan44,Long,3,5.82,157
2016,Barishal,BRRI dhan52,Long,3,6.78,157
2016,Barishal,BRRI dhan71,Short,3,5.82,157
2016,Bhanga,BR5,Long,1,3.33,157
2016,Bhanga,BRRI dhan38,Long,2,1.97,157
2016,Cumilla,BRRI dhan76,Long,2,4.9,157
2016,Gazipur,BR22,Long,1,4.8,157
2016,Gazipur,BR23,Long,1,4.13,157
2016,Gazipur,BR22,Long,2,4.82,157
2016,Gazipur,BR23,Long,2,4.16,157
2016,Gazipur,BR22,Long,3,5.97,157
2016,Gazipur,BR23,Long,3,4.27,157
2016,Satkhira,BRRI dhan76,Long,1,4.83,157
2016,Satkhira,BRRI dhan76,Long,2,2.63,157
2016,Satkhira,BR3,Long,3,4.65,157
2017,Barishal,BR22,Long,1,5.83,157
2017,Barishal,BR22,Long,2,4.95,157
2017,Barishal,BR22,Long,3,5.12,157
2017,Bhanga,BRRI dhan77,Long,1,2,157
2017,Bhanga,BR22,Long,2,2.33,157
2017,Bhanga,BRRI dhan76,Long,2,1.94,157
2017,Bhanga,BRRI dhan77,Long,2,1.76,157
2017,Bhanga,BR23,Long,3,2.96,157
2017,Gazipur,BR22,Long,1,2.71,157
2017,Gazipur,BR22,Long,2,4,157
2017,Gazipur,BR22,Long,3,2.54,157
2017,Rangpur,BR23,Long,1,2.38,157
2017,Rangpur,BR23,Long,2,2.4,157
2017,Rangpur,BR23,Long,3,2.52,157
2015,Bhanga,BRRI dhan41,Long,1,6.03,158
2015,Bhanga,BRRI dhan51,Long,1,5.13,158
2015,Bhanga,BRRI dhan51,Long,3,4.98,158
2015,Rangpur,BRRI dhan38,Long,1,3.6,158
2015,Rangpur,BRRI dhan38,Long,2,2.2,158
2015,Rangpur,BRRI dhan38,Long,3,1.5,158
2016,Barishal,BRRI dhan70,Medium,1,6.45,158
2016,Barishal,BRRI dhan70,Medium,2,7,158
2016,Barishal,BRRI dhan70,Medium,3,5.44,158
2016,Bhanga,BR5,Long,3,2.52,158
2016,Cumilla,BRRI dhan76,Long,1,4.55,158
2016,Cumilla,BRRI dhan76,Long,3,4.69,158
2017,Barishal,BR23,Long,1,4.36,158
2017,Barishal,BRRI dhan76,Long,1,5.23,158
2017,Barishal,BR23,Long,2,4.98,158
2017,Barishal,BR23,Long,3,4.12,158
2017,Rangpur,BRRI dhan38,Long,1,2.65,158
2017,Rangpur,BR22,Long,2,3.65,158
2017,Rangpur,BRRI dhan38,Long,2,3.07,158
2017,Rangpur,BR22,Long,3,4.75,158
2015,Bhanga,BR5,Long,1,3.95,159
2015,Bhanga,BRRI dhan34,Medium,1,3.97,159
2015,Bhanga,BR5,Long,2,3.69,159
2015,Bhanga,BRRI dhan41,Long,2,5.9,159
2015,Bhanga,BRRI dhan51,Long,2,5.02,159
2015,Bhanga,BR5,Long,3,4.42,159
2015,Bhanga,BRRI dhan41,Long,3,5.88,159
2017,Kushtia,BR25,Medium,1,3.7,159
2015,Gazipur,BR22,Long,1,5.95,160
2015,Gazipur,BR23,Long,1,5.61,160
2015,Gazipur,BR22,Long,2,6.77,160
2015,Gazipur,BR23,Long,2,5.33,160
2015,Gazipur,BR22,Long,3,4.93,160
2015,Gazipur,BR23,Long,3,5.73,160
2016,Barishal,BR11,Long,1,5.22,160
2016,Barishal,BR11,Long,2,4.95,160
2016,Barishal,BR11,Long,3,5.34,160
2017,Barishal,BRRI dhan76,Long,3,5.55,160
2017,Rangpur,BR22,Long,1,3.63,160
2017,Rangpur,BRRI dhan37,Long,1,2.62,160
2017,Sonagazi,BRRI dhan76,Long,1,5.09,160
2017,Sonagazi,BRRI dhan76,Long,2,5.14,160
2017,Sonagazi,BRRI dhan76,Long,3,4.99,160
2015,Bhanga,BRRI dhan38,Long,1,3.6,161
2015,Bhanga,BRRI dhan34,Medium,2,4.58,161
2015,Bhanga,BRRI dhan34,Medium,3,3.82,161
2015,Bhanga,BRRI dhan38,Long,3,2.95,161
2016,Barishal,BRRI dhan30,Long,1,4.7,161
2016,Barishal,BRRI dhan33,Short,1,5.65,161
2016,Barishal,BRRI dhan40,Long,1,5.27,161
2016,Barishal,BRRI dhan41,Long,1,5.71,161
2016,Barishal,BRRI dhan77,Long,1,5.36,161
2016,Barishal,BRRI dhan30,Long,2,5.29,161
2016,Barishal,BRRI dhan33,Short,2,6.27,161
2016,Barishal,BRRI dhan40,Long,2,5.84,161
2016,Barishal,BRRI dhan41,Long,2,5.83,161
2016,Barishal,BRRI dhan77,Long,2,5.79,161
2016,Barishal,BRRI dhan30,Long,3,5.3,161
2016,Barishal,BRRI dhan33,Short,3,6.63,161
2016,Barishal,BRRI dhan40,Long,3,5.3,161
2016,Barishal,BRRI dhan41,Long,3,5.29,161
2016,Barishal,BRRI dhan77,Long,3,6.19,161
2016,Rangpur,BR23,Long,1,3.8,161
2016,Rangpur,BR23,Long,2,3.8,161
2016,Rangpur,BR23,Long,3,4.4,161
2017,Barishal,BRRI dhan76,Long,2,4.92,161
2017,Kushtia,BR23,Long,1,3.5,161
2017,Kushtia,BR23,Long,2,3.56,161
2017,Kushtia,BR23,Long,3,3.04,161
2015,Bhanga,BRRI dhan38,Long,2,3.75,162
2015,Rangpur,BR23,Long,1,2.1,162
2015,Rangpur,BR23,Long,2,1.3,162
2015,Rangpur,BR23,Long,3,3.1,162
2016,Bhanga,BR22,Long,1,6.03,162
2016,Bhanga,BR23,Long,1,6.78,162
2017,Rangpur,BRRI dhan37,Long,2,2.93,162
2017,Rangpur,BRRI dhan37,Long,3,2.81,162
2015,Bhanga,BRRI dhan46,Long,1,5.02,163
2015,Bhanga,BR23,Long,2,5.49,163
2015,Bhanga,BRRI dhan46,Long,2,5.31,163
2015,Bhanga,BR23,Long,3,5.27,163
2015,Bhanga,BRRI dhan46,Long,3,5.21,163
2016,Barishal,BRRI dhan46,Long,1,5.29,163
2016,Barishal,BRRI dhan46,Long,2,5.84,163
2016,Barishal,BRRI dhan46,Long,3,5.36,163
2016,Bhanga,BR22,Long,2,5.59,165
2016,Bhanga,BR23,Long,2,5.15,165
2016,Rangpur,BR22,Long,1,3.75,166
2016,Rangpur,BR22,Long,2,4.25,166
2016,Rangpur,BR22,Long,3,4.15,166
2017,Bhanga,BR23,Long,1,2.99,167
2015,Bhanga,BR22,Long,1,4.79,168
2015,Bhanga,BR23,Long,1,5.36,168
2015,Bhanga,BR22,Long,2,4.82,168
2015,Bhanga,BR22,Long,3,4.19,168
2016,Bhanga,BR22,Long,3,5.93,168
2016,Bhanga,BR23,Long,3,3.66,168
2017,Bhanga,BR23,Long,2,3.16,169
2017,Rangpur,BRRI dhan38,Long,3,3.87,
2015,Barishal,BR3,Long,1,,
2015,Barishal,BR4,Long,1,,
2015,Barishal,BR5,Long,1,,
2015,Barishal,BR10,Long,1,,
2015,Barishal,BR11,Long,1,,
2015,Barishal,BR22,Long,1,,
2015,Barishal,BR23,Long,1,,
2015,Barishal,BR25,Medium,1,,
2015,Barishal,BRRI dhan30,Long,1,,
2015,Barishal,BRRI dhan31,Long,1,,
2015,Barishal,BRRI dhan32,Medium,1,,
2015,Barishal,BRRI dhan33,Short,1,,
2015,Barishal,BRRI dhan34,Medium,1,,
2015,Barishal,BRRI dhan37,Long,1,,
2015,Barishal,BRRI dhan38,Long,1,,
2015,Barishal,BRRI dhan39,Medium,1,,
2015,Barishal,BRRI dhan40,Long,1,,
2015,Barishal,BRRI dhan41,Long,1,,
2015,Barishal,BRRI dhan44,Long,1,,
2015,Barishal,BRRI dhan46,Long,1,,
2015,Barishal,BRRI dhan49,Medium,1,,
2015,Barishal,BRRI dhan51,Long,1,,
2015,Barishal,BRRI dhan52,Long,1,,
2015,Barishal,BRRI dhan53,Medium,1,,
2015,Barishal,BRRI dhan54,Medium,1,,
2015,Barishal,BRRI dhan56,Short,1,,
2015,Barishal,BRRI dhan57,Short,1,,
2015,Barishal,BRRI dhan62,Short,1,,
2015,Barishal,BRRI dhan66,Short,1,,
2015,Barishal,BR3,Long,2,,
2015,Barishal,BR4,Long,2,,
2015,Barishal,BR5,Long,2,,
2015,Barishal,BR10,Long,2,,
2015,Barishal,BR11,Long,2,,
2015,Barishal,BR22,Long,2,,
2015,Barishal,BR23,Long,2,,
2015,Barishal,BR25,Medium,2,,
2015,Barishal,BRRI dhan30,Long,2,,
2015,Barishal,BRRI dhan31,Long,2,,
2015,Barishal,BRRI dhan32,Medium,2,,
2015,Barishal,BRRI dhan33,Short,2,,
2015,Barishal,BRRI dhan34,Medium,2,,
2015,Barishal,BRRI dhan37,Long,2,,
2015,Barishal,BRRI dhan38,Long,2,,
2015,Barishal,BRRI dhan39,Medium,2,,
2015,Barishal,BRRI dhan40,Long,2,,
2015,Barishal,BRRI dhan41,Long,2,,
2015,Barishal,BRRI dhan44,Long,2,,
2015,Barishal,BRRI dhan46,Long,2,,
2015,Barishal,BRRI dhan49,Medium,2,,
2015,Barishal,BRRI dhan51,Long,2,,
2015,Barishal,BRRI dhan52,Long,2,,
2015,Barishal,BRRI dhan53,Medium,2,,
2015,Barishal,BRRI dhan54,Medium,2,,
2015,Barishal,BRRI dhan56,Short,2,,
2015,Barishal,BRRI dhan57,Short,2,,
2015,Barishal,BRRI dhan62,Short,2,,
2015,Barishal,BRRI dhan66,Short,2,,
2015,Barishal,BR3,Long,3,,
2015,Barishal,BR4,Long,3,,
2015,Barishal,BR5,Long,3,,
2015,Barishal,BR10,Long,3,,
2015,Barishal,BR11,Long,3,,
2015,Barishal,BR22,Long,3,,
2015,Barishal,BR23,Long,3,,
2015,Barishal,BR25,Medium,3,,
2015,Barishal,BRRI dhan30,Long,3,,
2015,Barishal,BRRI dhan31,Long,3,,
2015,Barishal,BRRI dhan32,Medium,3,,
2015,Barishal,BRRI dhan33,Short,3,,
2015,Barishal,BRRI dhan34,Medium,3,,
2015,Barishal,BRRI dhan37,Long,3,,
2015,Barishal,BRRI dhan38,Long,3,,
2015,Barishal,BRRI dhan39,Medium,3,,
2015,Barishal,BRRI dhan40,Long,3,,
2015,Barishal,BRRI dhan41,Long,3,,
2015,Barishal,BRRI dhan44,Long,3,,
2015,Barishal,BRRI dhan46,Long,3,,
2015,Barishal,BRRI dhan49,Medium,3,,
2015,Barishal,BRRI dhan51,Long,3,,
2015,Barishal,BRRI dhan52,Long,3,,
2015,Barishal,BRRI dhan53,Medium,3,,
2015,Barishal,BRRI dhan54,Medium,3,,
2015,Barishal,BRRI dhan56,Short,3,,
2015,Barishal,BRRI dhan57,Short,3,,
2015,Barishal,BRRI dhan62,Short,3,,
2015,Barishal,BRRI dhan66,Short,3,,
2015,Sonagazi,BR3,Long,1,3.29,
2015,Sonagazi,BR4,Long,1,3.64,
2015,Sonagazi,BR5,Long,1,5.96,
2015,Sonagazi,BR10,Long,1,4.01,
2015,Sonagazi,BR11,Long,1,3.06,
2015,Sonagazi,BR22,Long,1,4.64,
2015,Sonagazi,BR23,Long,1,4.6,
2015,Sonagazi,BR25,Medium,1,3.37,
2015,Sonagazi,BRRI dhan30,Long,1,2.98,
2015,Sonagazi,BRRI dhan31,Long,1,2.87,
2015,Sonagazi,BRRI dhan32,Medium,1,4.79,
2015,Sonagazi,BRRI dhan33,Short,1,4.17,
2015,Sonagazi,BRRI dhan34,Medium,1,3.15,
2015,Sonagazi,BRRI dhan37,Long,1,4.55,
2015,Sonagazi,BRRI dhan38,Long,1,2.09,
2015,Sonagazi,BRRI dhan39,Medium,1,3.76,
2015,Sonagazi,BRRI dhan40,Long,1,4.21,
2015,Sonagazi,BRRI dhan41,Long,1,4.35,
2015,Sonagazi,BRRI dhan44,Long,1,4.52,
2015,Sonagazi,BRRI dhan46,Long,1,3.7,
2015,Sonagazi,BRRI dhan49,Medium,1,3.3,
2015,Sonagazi,BRRI dhan51,Long,1,3.63,
2015,Sonagazi,BRRI dhan52,Long,1,4.73,
2015,Sonagazi,BRRI dhan53,Medium,1,3.47,
2015,Sonagazi,BRRI dhan54,Medium,1,3.95,
2015,Sonagazi,BRRI dhan56,Short,1,3.74,
2015,Sonagazi,BRRI dhan57,Short,1,2.02,
2015,Sonagazi,BRRI dhan62,Short,1,7.56,
2015,Sonagazi,BRRI dhan66,Short,1,3.13,
2015,Sonagazi,BR3,Long,2,3.3,
2015,Sonagazi,BR4,Long,2,4.37,
2015,Sonagazi,BR5,Long,2,4.05,
2015,Sonagazi,BR10,Long,2,4.19,
2015,Sonagazi,BR11,Long,2,3.66,
2015,Sonagazi,BR22,Long,2,3.1,
2015,Sonagazi,BR23,Long,2,5.43,
2015,Sonagazi,BR25,Medium,2,3.76,
2015,Sonagazi,BRRI dhan30,Long,2,3.87,
2015,Sonagazi,BRRI dhan31,Long,2,3.36,
2015,Sonagazi,BRRI dhan32,Medium,2,4.38,
2015,Sonagazi,BRRI dhan33,Short,2,3.16,
2015,Sonagazi,BRRI dhan34,Medium,2,5.34,
2015,Sonagazi,BRRI dhan37,Long,2,7.59,
2015,Sonagazi,BRRI dhan38,Long,2,3.16,
2015,Sonagazi,BRRI dhan39,Medium,2,2.55,
2015,Sonagazi,BRRI dhan40,Long,2,4.76,
2015,Sonagazi,BRRI dhan41,Long,2,4.87,
2015,Sonagazi,BRRI dhan44,Long,2,2.56,
2015,Sonagazi,BRRI dhan46,Long,2,4.04,
2015,Sonagazi,BRRI dhan49,Medium,2,4.99,
2015,Sonagazi,BRRI dhan51,Long,2,4.13,
2015,Sonagazi,BRRI dhan52,Long,2,3.65,
2015,Sonagazi,BRRI dhan53,Medium,2,2.47,
2015,Sonagazi,BRRI dhan54,Medium,2,4.08,
2015,Sonagazi,BRRI dhan56,Short,2,3.73,
2015,Sonagazi,BRRI dhan57,Short,2,2.05,
2015,Sonagazi,BRRI dhan62,Short,2,3.49,
2015,Sonagazi,BRRI dhan66,Short,2,3.74,
2015,Sonagazi,BR3,Long,3,3.73,
2015,Sonagazi,BR4,Long,3,5.17,
2015,Sonagazi,BR5,Long,3,5.35,
2015,Sonagazi,BR10,Long,3,4.02,
2015,Sonagazi,BR11,Long,3,3.04,
2015,Sonagazi,BR22,Long,3,3.13,
2015,Sonagazi,BR23,Long,3,4.92,
2015,Sonagazi,BR25,Medium,3,3.3,
2015,Sonagazi,BRRI dhan30,Long,3,4.91,
2015,Sonagazi,BRRI dhan31,Long,3,3.49,
2015,Sonagazi,BRRI dhan32,Medium,3,5.26,
2015,Sonagazi,BRRI dhan33,Short,3,2.8,
2015,Sonagazi,BRRI dhan34,Medium,3,3.75,
2015,Sonagazi,BRRI dhan37,Long,3,3.1,
2015,Sonagazi,BRRI dhan38,Long,3,6.11,
2015,Sonagazi,BRRI dhan39,Medium,3,3.53,
2015,Sonagazi,BRRI dhan40,Long,3,7.47,
2015,Sonagazi,BRRI dhan41,Long,3,3.47,
2015,Sonagazi,BRRI dhan44,Long,3,5.9,
2015,Sonagazi,BRRI dhan46,Long,3,5.34,
2015,Sonagazi,BRRI dhan49,Medium,3,2.86,
2015,Sonagazi,BRRI dhan51,Long,3,5.23,
2015,Sonagazi,BRRI dhan52,Long,3,4.83,
2015,Sonagazi,BRRI dhan53,Medium,3,3.36,
2015,Sonagazi,BRRI dhan54,Medium,3,3.51,
2015,Sonagazi,BRRI dhan56,Short,3,3.31,
2015,Sonagazi,BRRI dhan57,Short,3,3.05,
2015,Sonagazi,BRRI dhan62,Short,3,2.34,
2015,Sonagazi,BRRI dhan66,Short,3,3.7,
2016,Sonagazi,BR3,Long,1,3.14,
2016,Sonagazi,BR4,Long,1,4.68,
2016,Sonagazi,BR5,Long,1,6.98,
2016,Sonagazi,BR10,Long,1,2.73,
2016,Sonagazi,BR11,Long,1,4.65,
2016,Sonagazi,BR22,Long,1,4.59,
2016,Sonagazi,BR23,Long,1,3.52,
2016,Sonagazi,BR25,Medium,1,5.84,
2016,Sonagazi,BRRI dhan30,Long,1,4.76,
2016,Sonagazi,BRRI dhan31,Long,1,3.52,
2016,Sonagazi,BRRI dhan32,Medium,1,3.4,
2016,Sonagazi,BRRI dhan33,Short,1,4.69,
2016,Sonagazi,BRRI dhan34,Medium,1,3.71,
2016,Sonagazi,BRRI dhan37,Long,1,3.69,
2016,Sonagazi,BRRI dhan38,Long,1,4.45,
2016,Sonagazi,BRRI dhan39,Medium,1,4.48,
2016,Sonagazi,BRRI dhan40,Long,1,4.71,
2016,Sonagazi,BRRI dhan41,Long,1,3.68,
2016,Sonagazi,BRRI dhan44,Long,1,5.64,
2016,Sonagazi,BRRI dhan46,Long,1,4.18,
2016,Sonagazi,BRRI dhan49,Medium,1,5.53,
2016,Sonagazi,BRRI dhan51,Long,1,3.99,
2016,Sonagazi,BRRI dhan52,Long,1,3.53,
2016,Sonagazi,BRRI dhan53,Medium,1,4.3,
2016,Sonagazi,BRRI dhan54,Medium,1,4.04,
2016,Sonagazi,BRRI dhan56,Short,1,3.59,
2016,Sonagazi,BRRI dhan57,Short,1,3.99,
2016,Sonagazi,BRRI dhan62,Short,1,2.73,
2016,Sonagazi,BRRI dhan66,Short,1,4.9,
2016,Sonagazi,BRRI dhan70,Medium,1,4.3,
2016,Sonagazi,BRRI dhan71,Short,1,4.42,
2016,Sonagazi,BRRI dhan72,Medium,1,5.98,
2016,Sonagazi,BRRI dhan73,Medium,1,3.29,
2016,Sonagazi,BRRI dhan75,Short,1,2.83,
2016,Sonagazi,BRRI dhan76,Long,1,4.22,
2016,Sonagazi,BRRI dhan77,Long,1,1.31,
2016,Sonagazi,BR3,Long,2,3.12,
2016,Sonagazi,BR4,Long,2,5.65,
2016,Sonagazi,BR5,Long,2,3.44,
2016,Sonagazi,BR10,Long,2,5.09,
2016,Sonagazi,BR11,Long,2,8.25,
2016,Sonagazi,BR22,Long,2,5.55,
2016,Sonagazi,BR23,Long,2,3.39,
2016,Sonagazi,BR25,Medium,2,5.28,
2016,Sonagazi,BRRI dhan30,Long,2,5.52,
2016,Sonagazi,BRRI dhan31,Long,2,3.94,
2016,Sonagazi,BRRI dhan32,Medium,2,4,
2016,Sonagazi,BRRI dhan33,Short,2,3.71,
2016,Sonagazi,BRRI dhan34,Medium,2,3.76,
2016,Sonagazi,BRRI dhan37,Long,2,4.04,
2016,Sonagazi,BRRI dhan38,Long,2,4.02,
2016,Sonagazi,BRRI dhan39,Medium,2,4,
2016,Sonagazi,BRRI dhan40,Long,2,4.95,
2016,Sonagazi,BRRI dhan41,Long,2,3.49,
2016,Sonagazi,BRRI dhan44,Long,2,4.41,
2016,Sonagazi,BRRI dhan46,Long,2,4.77,
2016,Sonagazi,BRRI dhan49,Medium,2,4.62,
2016,Sonagazi,BRRI dhan51,Long,2,3.71,
2016,Sonagazi,BRRI dhan52,Long,2,4.09,
2016,Sonagazi,BRRI dhan53,Medium,2,4.88,
2016,Sonagazi,BRRI dhan54,Medium,2,4.39,
2016,Sonagazi,BRRI dhan56,Short,2,4.05,
2016,Sonagazi,BRRI dhan57,Short,2,4.1,
2016,Sonagazi,BRRI dhan62,Short,2,3.5,
2016,Sonagazi,BRRI dhan66,Short,2,3.65,
2016,Sonagazi,BRRI dhan70,Medium,2,5.42,
2016,Sonagazi,BRRI dhan71,Short,2,4.11,
2016,Sonagazi,BRRI dhan72,Medium,2,5.7,
2016,Sonagazi,BRRI dhan73,Medium,2,3.12,
2016,Sonagazi,BRRI dhan75,Short,2,3.34,
2016,Sonagazi,BRRI dhan76,Long,2,4.62,
2016,Sonagazi,BRRI dhan77,Long,2,4.32,
2016,Sonagazi,BR3,Long,3,3.03,
2016,Sonagazi,BR4,Long,3,3.98,
2016,Sonagazi,BR5,Long,3,3.73,
2016,Sonagazi,BR10,Long,3,3.63,
2016,Sonagazi,BR11,Long,3,4.53,
2016,Sonagazi,BR22,Long,3,5.18,
2016,Sonagazi,BR23,Long,3,4.65,
2016,Sonagazi,BR25,Medium,3,4.58,
2016,Sonagazi,BRRI dhan30,Long,3,5.49,
2016,Sonagazi,BRRI dhan31,Long,3,4.2,
2016,Sonagazi,BRRI dhan32,Medium,3,4.37,
2016,Sonagazi,BRRI dhan33,Short,3,3.69,
2016,Sonagazi,BRRI dhan34,Medium,3,3.2,
2016,Sonagazi,BRRI dhan37,Long,3,2.38,
2016,Sonagazi,BRRI dhan38,Long,3,4.73,
2016,Sonagazi,BRRI dhan39,Medium,3,4.87,
2016,Sonagazi,BRRI dhan40,Long,3,3.58,
2016,Sonagazi,BRRI dhan41,Long,3,3.26,
2016,Sonagazi,BRRI dhan44,Long,3,4.45,
2016,Sonagazi,BRRI dhan46,Long,3,5,
2016,Sonagazi,BRRI dhan49,Medium,3,4.71,
2016,Sonagazi,BRRI dhan51,Long,3,3.87,
2016,Sonagazi,BRRI dhan52,Long,3,4.27,
2016,Sonagazi,BRRI dhan53,Medium,3,3.57,
2016,Sonagazi,BRRI dhan54,Medium,3,4.4,
2016,Sonagazi,BRRI dhan56,Short,3,3.57,
2016,Sonagazi,BRRI dhan57,Short,3,2.39,
2016,Sonagazi,BRRI dhan62,Short,3,2.97,
2016,Sonagazi,BRRI dhan66,Short,3,4.78,
2016,Sonagazi,BRRI dhan70,Medium,3,5.37,
2016,Sonagazi,BRRI dhan71,Short,3,4.43,
2016,Sonagazi,BRRI dhan72,Medium,3,4.25,
2016,Sonagazi,BRRI dhan73,Medium,3,3.2,
2016,Sonagazi,BRRI dhan75,Short,3,3.48,
2016,Sonagazi,BRRI dhan76,Long,3,3.76,
2016,Sonagazi,BRRI dhan77,Long,3,4.12,
