"","Y","L","Env","tj","ri","Group","G","adjmean","se","ErrVar","w"
"5803","2012","Barisal","2012-Barisal",2012,2005,"Stress","BRRI dhan44",4.37,0.113610609207525,0.0129073705245049,77.4751137810356
"6006","2012","Barisal","2012-Barisal",2012,2007,"Long","BRRI dhan46",4.57,0.113610609207525,0.0129073705245049,77.4751137810356
"6168","2012","Barisal","2012-Barisal",2012,2008,"Medium","BRRI dhan49",4.25,0.113610609207525,0.0129073705245049,77.4751137810356
"6282","2012","Barisal","2012-Barisal",2012,2010,"Stress","BRRI dhan51",3.605,0.113610609207525,0.0129073705245049,77.4751137810356
"6378","2012","Barisal","2012-Barisal",2012,2010,"Stress","BRRI dhan52",4.42,0.113610609207525,0.0129073705245049,77.4751137810356
"6465","2012","Barisal","2012-Barisal",2012,2010,"Short","BRRI dhan53",4.55666666666667,0.0803348321853754,0.00645368526225243,154.950227562071
"6597","2012","Barisal","2012-Barisal",2012,2010,"Stress","BRRI dhan54",4.58,0.113610609207525,0.0129073705245049,77.4751137810356
"6663","2012","Barisal","2012-Barisal",2012,2011,"Stress","BRRI dhan56",4.28666666666667,0.113610609207525,0.0129073705245049,77.4751137810356
"6729","2012","Barisal","2012-Barisal",2012,2011,"Short","BRRI dhan57",3.12333333333333,0.0803348321853754,0.00645368526225243,154.950227562071
"94","2013","Kustia","2013-Kustia",2013,1980,"Long","BR10",5.33333333333333,0.228524074752398,0.0522232527414394,19.1485583050727
"418","2013","Kustia","2013-Kustia",2013,1980,"Medium","BR11",5.33333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"742","2013","Kustia","2013-Kustia",2013,1988,"Long","BR22",4.05666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"1066","2013","Kustia","2013-Kustia",2013,1988,"Long","BR23",4.26666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"1390","2013","Kustia","2013-Kustia",2013,1992,"Medium","BR25",4.23333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"1714","2013","Kustia","2013-Kustia",2013,1973,"Medium","BR3",3.46666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"2038","2013","Kustia","2013-Kustia",2013,1975,"Medium","BR4",4.04,0.228524074752398,0.0522232527414395,19.1485583050727
"2362","2013","Kustia","2013-Kustia",2013,1976,"Aromatic","BR5",2.79333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"2686","2013","Kustia","2013-Kustia",2013,1994,"Medium","BRRI dhan30",4.25333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"3010","2013","Kustia","2013-Kustia",2013,1994,"Medium","BRRI dhan31",4.15666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"3334","2013","Kustia","2013-Kustia",2013,1994,"Medium","BRRI dhan32",5.05,0.228524074752398,0.0522232527414395,19.1485583050727
"3657","2013","Kustia","2013-Kustia",2013,1997,"Short","BRRI dhan33",3.87666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"3981","2013","Kustia","2013-Kustia",2013,1997,"Aromatic","BRRI dhan34",2.46666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"4305","2013","Kustia","2013-Kustia",2013,1998,"Aromatic","BRRI dhan37",2.84333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"4629","2013","Kustia","2013-Kustia",2013,1998,"Aromatic","BRRI dhan38",2.88,0.228524074752398,0.0522232527414395,19.1485583050727
"4953","2013","Kustia","2013-Kustia",2013,1999,"Short","BRRI dhan39",4.10333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"5263","2013","Kustia","2013-Kustia",2013,2003,"Stress","BRRI dhan40",5.11,0.228524074752398,0.0522232527414395,19.1485583050727
"5545","2013","Kustia","2013-Kustia",2013,2003,"Stress","BRRI dhan41",4.17666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"5804","2013","Kustia","2013-Kustia",2013,2005,"Stress","BRRI dhan44",5.20666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"6007","2013","Kustia","2013-Kustia",2013,2007,"Long","BRRI dhan46",4.21666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"6169","2013","Kustia","2013-Kustia",2013,2008,"Medium","BRRI dhan49",5.34333333333333,0.228524074752398,0.0522232527414395,19.1485583050727
"6283","2013","Kustia","2013-Kustia",2013,2010,"Stress","BRRI dhan51",4.87666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"6379","2013","Kustia","2013-Kustia",2013,2010,"Stress","BRRI dhan52",4.42666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"6466","2013","Kustia","2013-Kustia",2013,2010,"Short","BRRI dhan53",5.07,0.161590922921802,0.0261116263707197,38.2971166101453
"6598","2013","Kustia","2013-Kustia",2013,2010,"Stress","BRRI dhan54",3.03,0.228524074752398,0.0522232527414395,19.1485583050727
"6664","2013","Kustia","2013-Kustia",2013,2011,"Stress","BRRI dhan56",5.56666666666667,0.228524074752398,0.0522232527414395,19.1485583050727
"6730","2013","Kustia","2013-Kustia",2013,2011,"Short","BRRI dhan57",3.54666666666667,0.161590922921802,0.0261116263707197,38.2971166101453
"95","2013","Sonagazi","2013-Sonagazi",2013,1980,"Long","BR10",4.80000000000002,0.0662272242733826,0.00438604523495691,227.995824582467
"419","2013","Sonagazi","2013-Sonagazi",2013,1980,"Medium","BR11",4.89666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"743","2013","Sonagazi","2013-Sonagazi",2013,1988,"Long","BR22",4.40333333333333,0.0662272242733826,0.00438604523495692,227.995824582466
"1067","2013","Sonagazi","2013-Sonagazi",2013,1988,"Long","BR23",4.19666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"1391","2013","Sonagazi","2013-Sonagazi",2013,1992,"Medium","BR25",4.4,0.0662272242733826,0.00438604523495692,227.995824582466
"1715","2013","Sonagazi","2013-Sonagazi",2013,1973,"Medium","BR3",4,0.0662272242733826,0.00438604523495692,227.995824582466
"2039","2013","Sonagazi","2013-Sonagazi",2013,1975,"Medium","BR4",4.45,0.0662272242733826,0.00438604523495692,227.995824582466
"2363","2013","Sonagazi","2013-Sonagazi",2013,1976,"Aromatic","BR5",2.59666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"2687","2013","Sonagazi","2013-Sonagazi",2013,1994,"Medium","BRRI dhan30",4.16666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"3011","2013","Sonagazi","2013-Sonagazi",2013,1994,"Medium","BRRI dhan31",3.89666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"3335","2013","Sonagazi","2013-Sonagazi",2013,1994,"Medium","BRRI dhan32",4.60333333333333,0.0662272242733826,0.00438604523495692,227.995824582466
"3658","2013","Sonagazi","2013-Sonagazi",2013,1997,"Short","BRRI dhan33",3.79666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"3982","2013","Sonagazi","2013-Sonagazi",2013,1997,"Aromatic","BRRI dhan34",2.98,0.0662272242733826,0.00438604523495692,227.995824582466
"4306","2013","Sonagazi","2013-Sonagazi",2013,1998,"Aromatic","BRRI dhan37",2.87,0.0662272242733826,0.00438604523495692,227.995824582466
"4630","2013","Sonagazi","2013-Sonagazi",2013,1998,"Aromatic","BRRI dhan38",3.1,0.0662272242733826,0.00438604523495692,227.995824582466
"4954","2013","Sonagazi","2013-Sonagazi",2013,1999,"Short","BRRI dhan39",3.90333333333333,0.0662272242733826,0.00438604523495692,227.995824582466
"5264","2013","Sonagazi","2013-Sonagazi",2013,2003,"Stress","BRRI dhan40",4.1,0.0662272242733826,0.00438604523495692,227.995824582466
"5546","2013","Sonagazi","2013-Sonagazi",2013,2003,"Stress","BRRI dhan41",3.94666666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"5805","2013","Sonagazi","2013-Sonagazi",2013,2005,"Stress","BRRI dhan44",4.8,0.0662272242733826,0.00438604523495692,227.995824582466
"6008","2013","Sonagazi","2013-Sonagazi",2013,2007,"Long","BRRI dhan46",3.88,0.0662272242733826,0.00438604523495692,227.995824582466
"6170","2013","Sonagazi","2013-Sonagazi",2013,2008,"Medium","BRRI dhan49",4.8,0.0662272242733826,0.00438604523495692,227.995824582466
"6284","2013","Sonagazi","2013-Sonagazi",2013,2010,"Stress","BRRI dhan51",3.70333333333333,0.0662272242733826,0.00438604523495692,227.995824582466
"6380","2013","Sonagazi","2013-Sonagazi",2013,2010,"Stress","BRRI dhan52",4.10166666666667,0.0662272242733826,0.00438604523495692,227.995824582466
"96","2013","Comilla","2013-Comilla",2013,1980,"Long","BR10",5.54000000000001,0.13045298478479,0.0170179812392606,58.7613763313472
"420","2013","Comilla","2013-Comilla",2013,1980,"Medium","BR11",4.19666666666667,0.13045298478479,0.0170179812392607,58.7613763313471
"744","2013","Comilla","2013-Comilla",2013,1988,"Long","BR22",3.93333333333333,0.13045298478479,0.0170179812392607,58.7613763313471
"1068","2013","Comilla","2013-Comilla",2013,1988,"Long","BR23",4.49666666666667,0.13045298478479,0.0170179812392607,58.7613763313471
"1392","2013","Comilla","2013-Comilla",2013,1992,"Medium","BR25",3.99333333333333,0.13045298478479,0.0170179812392607,58.7613763313471
"1716","2013","Comilla","2013-Comilla",2013,1973,"Medium","BR3",1.97666666666667,0.13045298478479,0.0170179812392607,58.7613763313471
"2040","2013","Comilla","2013-Comilla",2013,1975,"Medium","BR4",4.44666666666667,0.13045298478479,0.0170179812392607,58.7613763313471
"2364","2013","Comilla","2013-Comilla",2013,1976,"Aromatic","BR5",2.42666666666667,0.13045298478479,0.0170179812392607,58.7613763313471
"2688","2013","Comilla","2013-Comilla",2013,1994,"Medium","BRRI dhan30",1.34333333333333,0.13045298478479,0.0170179812392607,58.7613763313471
"3012","2013","Comilla","2013-Comilla",2013,1994,"Medium","BRRI dhan31",4.58,0.13045298478479,0.0170179812392607,58.7613763313471
"3336","2013","Comilla","2013-Comilla",2013,1994,"Medium","BRRI dhan32",4.29666666666667,0.13045298478479,0.0170179812392606,58.7613763313471
"3659","2013","Comilla","2013-Comilla",2013,1997,"Short","BRRI dhan33",1.56333333333333,0.13045298478479,0.0170179812392607,58.7613763313471
"3983","2013","Comilla","2013-Comilla",2013,1997,"Aromatic","BRRI dhan34",3.05,0.13045298478479,0.0170179812392606,58.7613763313471
"4307","2013","Comilla","2013-Comilla",2013,1998,"Aromatic","BRRI dhan37",2.81,0.13045298478479,0.0170179812392606,58.7613763313471
"4631","2013","Comilla","2013-Comilla",2013,1998,"Aromatic","BRRI dhan38",2.87,0.13045298478479,0.0170179812392606,58.7613763313471
"4955","2013","Comilla","2013-Comilla",2013,1999,"Short","BRRI dhan39",1.49666666666667,0.13045298478479,0.0170179812392606,58.7613763313471
"5265","2013","Comilla","2013-Comilla",2013,2003,"Stress","BRRI dhan40",4.45333333333333,0.13045298478479,0.0170179812392606,58.7613763313471
"5547","2013","Comilla","2013-Comilla",2013,2003,"Stress","BRRI dhan41",4.7,0.13045298478479,0.0170179812392606,58.7613763313471
"5806","2013","Comilla","2013-Comilla",2013,2005,"Stress","BRRI dhan44",5.06666666666667,0.13045298478479,0.0170179812392606,58.7613763313471
"6009","2013","Comilla","2013-Comilla",2013,2007,"Long","BRRI dhan46",4.70333333333333,0.13045298478479,0.0170179812392606,58.7613763313471
"6171","2013","Comilla","2013-Comilla",2013,2008,"Medium","BRRI dhan49",3.79666666666667,0.13045298478479,0.0170179812392606,58.7613763313471
"6285","2013","Comilla","2013-Comilla",2013,2010,"Stress","BRRI dhan51",4.23833333333333,0.13045298478479,0.0170179812392606,58.7613763313471
"6381","2013","Comilla","2013-Comilla",2013,2010,"Stress","BRRI dhan52",4.65,0.13045298478479,0.0170179812392606,58.7613763313471
"6467","2013","Comilla","2013-Comilla",2013,2010,"Short","BRRI dhan53",4.25333333333333,0.0922441901673505,0.00850899061963032,117.522752662694
"6599","2013","Comilla","2013-Comilla",2013,2010,"Stress","BRRI dhan54",4.17,0.13045298478479,0.0170179812392606,58.7613763313471
"6665","2013","Comilla","2013-Comilla",2013,2011,"Stress","BRRI dhan56",3.67666666666667,0.13045298478479,0.0170179812392606,58.7613763313471
"6731","2013","Comilla","2013-Comilla",2013,2011,"Short","BRRI dhan57",3.31333333333333,0.0922441901673505,0.00850899061963032,117.522752662694
"97","2013","Gazipur","2013-Gazipur",2013,1980,"Long","BR10",6.83333333333334,0.331147769568204,0.109658845289996,9.11919141000862
"421","2013","Gazipur","2013-Gazipur",2013,1980,"Medium","BR11",5.35333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"745","2013","Gazipur","2013-Gazipur",2013,1988,"Long","BR22",6.2,0.331147769568204,0.109658845289997,9.11919141000861
"1069","2013","Gazipur","2013-Gazipur",2013,1988,"Long","BR23",4.9,0.331147769568204,0.109658845289997,9.11919141000861
"1393","2013","Gazipur","2013-Gazipur",2013,1992,"Medium","BR25",4.09333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"1717","2013","Gazipur","2013-Gazipur",2013,1973,"Medium","BR3",4.38333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"2041","2013","Gazipur","2013-Gazipur",2013,1975,"Medium","BR4",4.17,0.331147769568204,0.109658845289997,9.11919141000861
"2365","2013","Gazipur","2013-Gazipur",2013,1976,"Aromatic","BR5",3.98333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"2689","2013","Gazipur","2013-Gazipur",2013,1994,"Medium","BRRI dhan30",5.61333333333334,0.331147769568204,0.109658845289997,9.11919141000861
"3013","2013","Gazipur","2013-Gazipur",2013,1994,"Medium","BRRI dhan31",5.31,0.331147769568204,0.109658845289997,9.11919141000861
"3337","2013","Gazipur","2013-Gazipur",2013,1994,"Medium","BRRI dhan32",5.22,0.331147769568204,0.109658845289997,9.11919141000861
"3660","2013","Gazipur","2013-Gazipur",2013,1997,"Short","BRRI dhan33",4.86666666666667,0.331147769568204,0.109658845289997,9.11919141000861
"3984","2013","Gazipur","2013-Gazipur",2013,1997,"Aromatic","BRRI dhan34",3.08666666666667,0.331147769568204,0.109658845289997,9.11919141000861
"4308","2013","Gazipur","2013-Gazipur",2013,1998,"Aromatic","BRRI dhan37",3.89,0.331147769568204,0.109658845289997,9.11919141000861
"4632","2013","Gazipur","2013-Gazipur",2013,1998,"Aromatic","BRRI dhan38",4.43666666666667,0.331147769568204,0.109658845289997,9.11919141000861
"4956","2013","Gazipur","2013-Gazipur",2013,1999,"Short","BRRI dhan39",5.79,0.331147769568204,0.109658845289997,9.11919141000861
"5266","2013","Gazipur","2013-Gazipur",2013,2003,"Stress","BRRI dhan40",4.27,0.331147769568204,0.109658845289997,9.11919141000861
"5548","2013","Gazipur","2013-Gazipur",2013,2003,"Stress","BRRI dhan41",4.77,0.331147769568204,0.109658845289997,9.11919141000861
"5807","2013","Gazipur","2013-Gazipur",2013,2005,"Stress","BRRI dhan44",5.41666666666667,0.331147769568204,0.109658845289997,9.11919141000861
"6010","2013","Gazipur","2013-Gazipur",2013,2007,"Long","BRRI dhan46",4.68333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"6172","2013","Gazipur","2013-Gazipur",2013,2008,"Medium","BRRI dhan49",6.38333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"6286","2013","Gazipur","2013-Gazipur",2013,2010,"Stress","BRRI dhan51",5.57,0.331147769568204,0.109658845289997,9.11919141000861
"6382","2013","Gazipur","2013-Gazipur",2013,2010,"Stress","BRRI dhan52",5.66666666666667,0.331147769568204,0.109658845289997,9.11919141000861
"6468","2013","Gazipur","2013-Gazipur",2013,2010,"Short","BRRI dhan53",5.71,0.234156833436478,0.0548294226449983,18.2383828200172
"6600","2013","Gazipur","2013-Gazipur",2013,2010,"Stress","BRRI dhan54",5.60333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"6666","2013","Gazipur","2013-Gazipur",2013,2011,"Stress","BRRI dhan56",4.13333333333333,0.331147769568204,0.109658845289997,9.11919141000861
"6732","2013","Gazipur","2013-Gazipur",2013,2011,"Short","BRRI dhan57",3,0.234156833436478,0.0548294226449983,18.2383828200172
"98","2013","Rajshahi","2013-Rajshahi",2013,1980,"Long","BR10",5.43666666666667,0.444370021325255,0.197464715852608,5.06419587763933
"422","2013","Rajshahi","2013-Rajshahi",2013,1980,"Medium","BR11",5.18666666666667,0.444370021325256,0.197464715852608,5.06419587763933
"746","2013","Rajshahi","2013-Rajshahi",2013,1988,"Long","BR22",4.97,0.444370021325256,0.197464715852608,5.06419587763933
"1070","2013","Rajshahi","2013-Rajshahi",2013,1988,"Long","BR23",3.33,0.444370021325256,0.197464715852608,5.06419587763933
"1394","2013","Rajshahi","2013-Rajshahi",2013,1992,"Medium","BR25",3.10666666666667,0.444370021325256,0.197464715852608,5.06419587763933
"1718","2013","Rajshahi","2013-Rajshahi",2013,1973,"Medium","BR3",4.51,0.444370021325256,0.197464715852608,5.06419587763932
"2042","2013","Rajshahi","2013-Rajshahi",2013,1975,"Medium","BR4",3.95666666666667,0.444370021325256,0.197464715852608,5.06419587763933
"2366","2013","Rajshahi","2013-Rajshahi",2013,1976,"Aromatic","BR5",2.12,0.444370021325256,0.197464715852608,5.06419587763932
"2690","2013","Rajshahi","2013-Rajshahi",2013,1994,"Medium","BRRI dhan30",5.12666666666667,0.444370021325256,0.197464715852608,5.06419587763932
"3014","2013","Rajshahi","2013-Rajshahi",2013,1994,"Medium","BRRI dhan31",5.25333333333334,0.444370021325256,0.197464715852608,5.06419587763933
"3338","2013","Rajshahi","2013-Rajshahi",2013,1994,"Medium","BRRI dhan32",5.36,0.444370021325256,0.197464715852608,5.06419587763933
"3661","2013","Rajshahi","2013-Rajshahi",2013,1997,"Short","BRRI dhan33",3.44333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"3985","2013","Rajshahi","2013-Rajshahi",2013,1997,"Aromatic","BRRI dhan34",3.20533333333333,0.444370021325256,0.197464715852608,5.06419587763933
"4309","2013","Rajshahi","2013-Rajshahi",2013,1998,"Aromatic","BRRI dhan37",1.83333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"4633","2013","Rajshahi","2013-Rajshahi",2013,1998,"Aromatic","BRRI dhan38",2.47333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"4957","2013","Rajshahi","2013-Rajshahi",2013,1999,"Short","BRRI dhan39",5.2,0.444370021325256,0.197464715852608,5.06419587763933
"5267","2013","Rajshahi","2013-Rajshahi",2013,2003,"Stress","BRRI dhan40",4.72,0.444370021325256,0.197464715852608,5.06419587763933
"5549","2013","Rajshahi","2013-Rajshahi",2013,2003,"Stress","BRRI dhan41",4.23,0.444370021325256,0.197464715852608,5.06419587763933
"5808","2013","Rajshahi","2013-Rajshahi",2013,2005,"Stress","BRRI dhan44",5.19140310066667,0.444370021325256,0.197464715852608,5.06419587763933
"6011","2013","Rajshahi","2013-Rajshahi",2013,2007,"Long","BRRI dhan46",3.54333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"6173","2013","Rajshahi","2013-Rajshahi",2013,2008,"Medium","BRRI dhan49",4.67333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"6287","2013","Rajshahi","2013-Rajshahi",2013,2010,"Stress","BRRI dhan51",5.55,0.444370021325256,0.197464715852608,5.06419587763933
"6383","2013","Rajshahi","2013-Rajshahi",2013,2010,"Stress","BRRI dhan52",5.12990697666667,0.444370021325256,0.197464715852608,5.06419587763933
"6469","2013","Rajshahi","2013-Rajshahi",2013,2010,"Short","BRRI dhan53",4.84333333333333,0.314217055435099,0.0987323579263042,10.1283917552787
"6601","2013","Rajshahi","2013-Rajshahi",2013,2010,"Stress","BRRI dhan54",3.66333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"6667","2013","Rajshahi","2013-Rajshahi",2013,2011,"Stress","BRRI dhan56",2.67333333333333,0.444370021325256,0.197464715852608,5.06419587763933
"6733","2013","Rajshahi","2013-Rajshahi",2013,2011,"Short","BRRI dhan57",2.66,0.314217055435099,0.0987323579263041,10.1283917552787
"99","2013","Rangpur","2013-Rangpur",2013,1980,"Long","BR10",3.16666666666667,0.108759505046249,0.0118286299379051,84.5406446266003
"423","2013","Rangpur","2013-Rangpur",2013,1980,"Medium","BR11",3.5,0.108759505046249,0.0118286299379051,84.5406446266001
"747","2013","Rangpur","2013-Rangpur",2013,1988,"Long","BR22",1.9,0.108759505046249,0.0118286299379051,84.5406446266001
"1071","2013","Rangpur","2013-Rangpur",2013,1988,"Long","BR23",1.71666666666667,0.108759505046249,0.0118286299379051,84.5406446266001
"1395","2013","Rangpur","2013-Rangpur",2013,1992,"Medium","BR25",2.6,0.108759505046249,0.0118286299379051,84.5406446266001
"1719","2013","Rangpur","2013-Rangpur",2013,1973,"Medium","BR3",2.5,0.108759505046249,0.0118286299379051,84.5406446266001
"2043","2013","Rangpur","2013-Rangpur",2013,1975,"Medium","BR4",2.8,0.108759505046249,0.0118286299379051,84.5406446266001
"2367","2013","Rangpur","2013-Rangpur",2013,1976,"Aromatic","BR5",2.23333333333333,0.108759505046249,0.0118286299379051,84.5406446266001
"2691","2013","Rangpur","2013-Rangpur",2013,1994,"Medium","BRRI dhan30",3.26666666666667,0.108759505046249,0.0118286299379051,84.5406446266001
"3015","2013","Rangpur","2013-Rangpur",2013,1994,"Medium","BRRI dhan31",2.53333333333333,0.108759505046249,0.0118286299379051,84.5406446266001
"3339","2013","Rangpur","2013-Rangpur",2013,1994,"Medium","BRRI dhan32",3.06666666666667,0.108759505046249,0.0118286299379051,84.5406446266002
"3662","2013","Rangpur","2013-Rangpur",2013,1997,"Short","BRRI dhan33",1.53333333333333,0.108759505046249,0.0118286299379051,84.5406446266001
"3986","2013","Rangpur","2013-Rangpur",2013,1997,"Aromatic","BRRI dhan34",1.56666666666667,0.108759505046249,0.0118286299379051,84.5406446266002
"4310","2013","Rangpur","2013-Rangpur",2013,1998,"Aromatic","BRRI dhan37",1.55,0.108759505046249,0.0118286299379051,84.5406446266002
"4634","2013","Rangpur","2013-Rangpur",2013,1998,"Aromatic","BRRI dhan38",1.43333333333333,0.108759505046249,0.0118286299379051,84.5406446266002
"4958","2013","Rangpur","2013-Rangpur",2013,1999,"Short","BRRI dhan39",3.66666666666667,0.108759505046249,0.0118286299379051,84.5406446266002
"5268","2013","Rangpur","2013-Rangpur",2013,2003,"Stress","BRRI dhan40",3.13333333333333,0.108759505046249,0.0118286299379051,84.5406446266002
"5550","2013","Rangpur","2013-Rangpur",2013,2003,"Stress","BRRI dhan41",2.2,0.108759505046249,0.0118286299379051,84.5406446266002
"5809","2013","Rangpur","2013-Rangpur",2013,2005,"Stress","BRRI dhan44",2.06666666666667,0.108759505046249,0.0118286299379051,84.5406446266002
"6012","2013","Rangpur","2013-Rangpur",2013,2007,"Long","BRRI dhan46",2.3,0.108759505046249,0.0118286299379051,84.5406446266002
"6174","2013","Rangpur","2013-Rangpur",2013,2008,"Medium","BRRI dhan49",2.93333333333333,0.108759505046249,0.0118286299379051,84.5406446266002
"6288","2013","Rangpur","2013-Rangpur",2013,2010,"Stress","BRRI dhan51",3.33333333333333,0.108759505046249,0.0118286299379051,84.5406446266002
"6384","2013","Rangpur","2013-Rangpur",2013,2010,"Stress","BRRI dhan52",3.35666666666667,0.108759505046249,0.0118286299379051,84.5406446266002
"6470","2013","Rangpur","2013-Rangpur",2013,2010,"Short","BRRI dhan53",3.56666666666667,0.0769045835366954,0.00591431496895256,169.0812892532
"6602","2013","Rangpur","2013-Rangpur",2013,2010,"Stress","BRRI dhan54",3.1,0.108759505046249,0.0118286299379051,84.5406446266002
"6668","2013","Rangpur","2013-Rangpur",2013,2011,"Stress","BRRI dhan56",2.5,0.108759505046249,0.0118286299379051,84.5406446266002
"6734","2013","Rangpur","2013-Rangpur",2013,2011,"Short","BRRI dhan57",3.06666666666667,0.0769045835366954,0.00591431496895255,169.0812892532
"100","2013","Barisal","2013-Barisal",2013,1980,"Long","BR10",5.29999999999998,0.11773925164529,0.0138625313779928,72.1368971317554
"424","2013","Barisal","2013-Barisal",2013,1980,"Medium","BR11",5.15333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"748","2013","Barisal","2013-Barisal",2013,1988,"Long","BR22",4.98333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"1072","2013","Barisal","2013-Barisal",2013,1988,"Long","BR23",4.83666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"1396","2013","Barisal","2013-Barisal",2013,1992,"Medium","BR25",4.09666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"1720","2013","Barisal","2013-Barisal",2013,1973,"Medium","BR3",3.81666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"2044","2013","Barisal","2013-Barisal",2013,1975,"Medium","BR4",3.83333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"2368","2013","Barisal","2013-Barisal",2013,1976,"Aromatic","BR5",2.68666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"2692","2013","Barisal","2013-Barisal",2013,1994,"Medium","BRRI dhan30",4.52333333333334,0.11773925164529,0.0138625313779928,72.1368971317553
"3016","2013","Barisal","2013-Barisal",2013,1994,"Medium","BRRI dhan31",4.51333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"3340","2013","Barisal","2013-Barisal",2013,1994,"Medium","BRRI dhan32",4.71333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"3663","2013","Barisal","2013-Barisal",2013,1997,"Short","BRRI dhan33",3.78,0.11773925164529,0.0138625313779928,72.1368971317553
"3987","2013","Barisal","2013-Barisal",2013,1997,"Aromatic","BRRI dhan34",2.31,0.11773925164529,0.0138625313779928,72.1368971317553
"4311","2013","Barisal","2013-Barisal",2013,1998,"Aromatic","BRRI dhan37",2.60666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"4635","2013","Barisal","2013-Barisal",2013,1998,"Aromatic","BRRI dhan38",2.94,0.11773925164529,0.0138625313779928,72.1368971317553
"4959","2013","Barisal","2013-Barisal",2013,1999,"Short","BRRI dhan39",4.09666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"5269","2013","Barisal","2013-Barisal",2013,2003,"Stress","BRRI dhan40",4.71,0.11773925164529,0.0138625313779928,72.1368971317553
"5551","2013","Barisal","2013-Barisal",2013,2003,"Stress","BRRI dhan41",5.18333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"5810","2013","Barisal","2013-Barisal",2013,2005,"Stress","BRRI dhan44",5.1,0.11773925164529,0.0138625313779928,72.1368971317553
"6013","2013","Barisal","2013-Barisal",2013,2007,"Long","BRRI dhan46",5.65333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"6175","2013","Barisal","2013-Barisal",2013,2008,"Medium","BRRI dhan49",4.81,0.11773925164529,0.0138625313779928,72.1368971317553
"6289","2013","Barisal","2013-Barisal",2013,2010,"Stress","BRRI dhan51",5.22333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"6385","2013","Barisal","2013-Barisal",2013,2010,"Stress","BRRI dhan52",5.15666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"6471","2013","Barisal","2013-Barisal",2013,2010,"Short","BRRI dhan53",5.22,0.0832542232502137,0.00693126568899642,144.273794263511
"6603","2013","Barisal","2013-Barisal",2013,2010,"Stress","BRRI dhan54",5.35333333333333,0.11773925164529,0.0138625313779928,72.1368971317553
"6669","2013","Barisal","2013-Barisal",2013,2011,"Stress","BRRI dhan56",4.74666666666667,0.11773925164529,0.0138625313779928,72.1368971317553
"6735","2013","Barisal","2013-Barisal",2013,2011,"Short","BRRI dhan57",4.98,0.0832542232502137,0.00693126568899642,144.273794263511
"101","2014","Kustia","2014-Kustia",2014,1980,"Long","BR10",4.75333333333333,0.305513471849393,0.09333848148147,10.7136947604887
