"Y"	"L"	"Env"	"t.j"	"r.i"	"Group"	"G"	"GG"	"ari.mean"	"adj.mean"	"w"
"1330"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1970	"Short"	"BR1"	"Short-BR1"	3.80333333333333	3.80333333333333	12.8619770355865
"1331"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1977	"Short"	"BR6"	"Short-BR6"	3.42666666666667	3.42666666666667	12.8619770355865
"1332"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	4.26666666666667	4.26666666666667	12.8619770355865
"1333"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	3.68333333333333	3.68333333333333	12.8619770355865
"1334"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	4.76666666666667	4.76666666666667	12.8619770355865
"1335"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	2.88666666666667	2.88666666666667	12.8619770355865
"1336"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	3.65666666666667	3.65666666666667	12.8619770355865
"1337"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.22	4.22	12.8619770355865
"1338"	"2009-2010"	"Gazipur"	"2009-2010-Gazipur"	2009	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	4.42333333333333	4.42333333333333	12.8619770355865
"1339"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1983	"Long"	"BR12"	"Long-BR12"	5.46666666666667	5.46666666666667	203.773584905661
"1340"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1983	"Long"	"BR14"	"Long-BR14"	6.78333333333333	6.78333333333334	203.773584905661
"1341"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1983	"Long"	"BR15"	"Long-BR15"	7.31666666666667	7.31666666666667	203.773584905662
"1342"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1983	"Long"	"BR16"	"Long-BR16"	6.75	6.75	203.773584905662
"1343"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1971	"Long"	"BR2"	"Long-BR2"	6.05	6.05	203.773584905662
"1344"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1973	"Long"	"BR3"	"Long-BR3"	6.41666666666667	6.41666666666667	203.773584905662
"1345"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1977	"Long"	"BR7"	"Long-BR7"	5.85	5.85	203.773584905662
"1346"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1978	"Long"	"BR8"	"Long-BR8"	6.13333333333333	6.13333333333333	203.773584905662
"1347"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1978	"Long"	"BR9"	"Long-BR9"	6.4	6.4	203.773584905662
"1348"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.33333333333333	7.33333333333333	203.773584905662
"1349"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.28333333333333	6.28333333333333	203.773584905662
"1350"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1970	"Short"	"BR1"	"Short-BR1"	6.01666666666667	6.01666666666666	203.773584905662
"1351"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1977	"Short"	"BR6"	"Short-BR6"	5.53333333333333	5.53333333333333	203.773584905662
"1352"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.66666666666667	6.66666666666667	203.773584905662
"1353"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.36666666666667	6.36666666666667	203.773584905662
"1354"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	6.01666666666667	6.01666666666667	203.773584905662
"1355"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	6.26666666666667	6.26666666666667	203.773584905662
"1356"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	6.66666666666667	6.66666666666667	203.773584905662
"1357"	"2009-2010"	"Habiganj"	"2009-2010-Habiganj"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.23333333333333	6.23333333333333	203.773584905662
"1358"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1983	"Long"	"BR12"	"Long-BR12"	4.88333333333333	4.88333333333333	61.2110115388124
"1359"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1983	"Long"	"BR14"	"Long-BR14"	6.08	6.08	61.2110115388127
"1360"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1983	"Long"	"BR15"	"Long-BR15"	6.29333333333333	6.29333333333333	61.2110115388127
"1361"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1983	"Long"	"BR16"	"Long-BR16"	5.05666666666667	5.05666666666667	61.2110115388125
"1362"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1971	"Long"	"BR2"	"Long-BR2"	6.01	6.01	61.2110115388125
"1363"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1973	"Long"	"BR3"	"Long-BR3"	4.92333333333333	4.92333333333333	61.2110115388126
"1364"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1977	"Long"	"BR7"	"Long-BR7"	5.38666666666667	5.38666666666667	61.2110115388125
"1365"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1978	"Long"	"BR8"	"Long-BR8"	5.63666666666667	5.63666666666667	61.2110115388126
"1366"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1978	"Long"	"BR9"	"Long-BR9"	5.92333333333333	5.92333333333333	61.2110115388126
"1367"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	6.16333333333333	6.16333333333333	61.2110115388126
"1368"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.24	5.24	61.2110115388126
"1369"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1970	"Short"	"BR1"	"Short-BR1"	5.95333333333333	5.95333333333334	61.2110115388125
"1370"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1977	"Short"	"BR6"	"Short-BR6"	6.26666666666667	6.26666666666667	61.2110115388126
"1371"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.75	6.75	61.2110115388126
"1372"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.66333333333333	6.66333333333333	61.2110115388126
"1373"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	6.07666666666667	6.07666666666667	61.2110115388126
"1374"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	5.26333333333333	5.26333333333333	61.2110115388126
"1375"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	5.7	5.7	61.2110115388126
"1376"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.84	6.84	61.2110115388126
"1377"	"2009-2010"	"Kustia"	"2009-2010-Kustia"	2009	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	5.72333333333333	5.72333333333333	61.2110115388126
"1378"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1983	"Long"	"BR12"	"Long-BR12"	4.2	4.2	18.9241166286299
"1379"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1983	"Long"	"BR14"	"Long-BR14"	4.35	4.35	18.9241166286299
"1380"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1983	"Long"	"BR15"	"Long-BR15"	4.42	4.42	18.9241166286299
"1381"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1983	"Long"	"BR16"	"Long-BR16"	4.13333333333333	4.13333333333333	18.9241166286299
"1382"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1971	"Long"	"BR2"	"Long-BR2"	3.79	3.79	18.9241166286299
"1383"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1973	"Long"	"BR3"	"Long-BR3"	3.97	3.97	18.9241166286299
"1384"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1977	"Long"	"BR7"	"Long-BR7"	4.62333333333333	4.62333333333333	18.9241166286299
"1385"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1978	"Long"	"BR8"	"Long-BR8"	4.05	4.05	18.9241166286299
"1386"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1978	"Long"	"BR9"	"Long-BR9"	4.96333333333333	4.96333333333333	18.9241166286299
"1387"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	4.35666666666667	4.35666666666667	18.9241166286299
"1388"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	3.95666666666667	3.95666666666667	18.9241166286299
"1389"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1970	"Short"	"BR1"	"Short-BR1"	4.66	4.66	18.9241166286299
"1390"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1977	"Short"	"BR6"	"Short-BR6"	3.84	3.84	18.9241166286299
"1391"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	4.37666666666667	4.37666666666667	18.9241166286299
"1392"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	3.79	3.79	18.9241166286299
"1393"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	4.70666666666667	4.70666666666667	18.9241166286299
"1394"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	3.54	3.54	18.9241166286299
"1395"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	3.89666666666667	3.89666666666667	18.9241166286299
"1396"	"2009-2010"	"Rajshahi"	"2009-2010-Rajshahi"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.13	4.13	18.9241166286299
"1397"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1983	"Long"	"BR12"	"Long-BR12"	2.39333333333333	2.39333333333334	15.2726223698666
"1398"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1983	"Long"	"BR14"	"Long-BR14"	4.6	4.60000000000001	15.2726223698665
"1399"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1983	"Long"	"BR15"	"Long-BR15"	3.36666666666667	3.36666666666667	15.2726223698665
"1400"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1983	"Long"	"BR16"	"Long-BR16"	5.4	5.4	15.2726223698666
"1401"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1971	"Long"	"BR2"	"Long-BR2"	4.86666666666667	4.86666666666666	15.2726223698666
"1402"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1973	"Long"	"BR3"	"Long-BR3"	4.63333333333333	4.63333333333333	15.2726223698666
"1403"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1977	"Long"	"BR7"	"Long-BR7"	4.23333333333333	4.23333333333333	15.2726223698665
"1404"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1978	"Long"	"BR8"	"Long-BR8"	4.83333333333333	4.83333333333333	15.2726223698665
"1405"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1978	"Long"	"BR9"	"Long-BR9"	4.7	4.7	15.2726223698666
"1406"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	4.5	4.5	15.2726223698666
"1407"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.06666666666667	4.06666666666667	15.2726223698666
"1408"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	4.13333333333333	4.13333333333333	15.2726223698666
"1409"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1970	"Short"	"BR1"	"Short-BR1"	2.53333333333333	2.53333333333332	15.2726223698666
"1410"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1977	"Short"	"BR6"	"Short-BR6"	2.31	2.31	15.2726223698666
"1411"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	4.05	4.05	15.2726223698665
"1412"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	4.46666666666667	4.46666666666667	15.2726223698666
"1413"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	4.3	4.3	15.2726223698666
"1414"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	4.73333333333333	4.73333333333333	15.2726223698666
"1415"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	4.63333333333333	4.63333333333333	15.2726223698665
"1416"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.53333333333333	4.53333333333333	15.2726223698666
"1417"	"2009-2010"	"Rangpur"	"2009-2010-Rangpur"	2009	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	2.81666666666667	2.81666666666667	15.2726223698665
"1418"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1983	"Long"	"BR12"	"Long-BR12"	5.26	5.26	14.1918724557333
"1419"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1983	"Long"	"BR14"	"Long-BR14"	5.92	5.92	14.1918724557333
"1420"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1983	"Long"	"BR15"	"Long-BR15"	6.21333333333333	6.21333333333333	14.1918724557333
"1421"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1983	"Long"	"BR16"	"Long-BR16"	5.99333333333333	5.99333333333333	14.1918724557334
"1422"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1971	"Long"	"BR2"	"Long-BR2"	5.89666666666667	5.89666666666667	14.1918724557333
"1423"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1973	"Long"	"BR3"	"Long-BR3"	6.13666666666667	6.13666666666667	14.1918724557333
"1424"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1977	"Long"	"BR7"	"Long-BR7"	5.56666666666667	5.56666666666667	14.1918724557333
"1425"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1978	"Long"	"BR8"	"Long-BR8"	6.15666666666667	6.15666666666667	14.1918724557333
"1426"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1978	"Long"	"BR9"	"Long-BR9"	6.62666666666667	6.62666666666667	14.1918724557333
"1427"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.35	7.35	14.1918724557333
"1428"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.24666666666667	6.24666666666667	14.1918724557333
"1429"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1970	"Short"	"BR1"	"Short-BR1"	5.75666666666667	5.75666666666667	14.1918724557333
"1430"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1977	"Short"	"BR6"	"Short-BR6"	6.35333333333333	6.35333333333334	14.1918724557333
"1431"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.20333333333333	6.20333333333334	14.1918724557333
"1432"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.80333333333333	6.80333333333334	14.1918724557333
"1433"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1985	"Stress"	"BR17"	"Stress-BR17"	5.85666666666667	5.85666666666667	14.1918724557333
"1434"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1985	"Stress"	"BR18"	"Stress-BR18"	5.61666666666667	5.61666666666667	14.1918724557333
"1435"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1985	"Stress"	"BR19"	"Stress-BR19"	5.86333333333333	5.86333333333334	14.1918724557333
"1436"	"2009-2010"	"Satkhira"	"2009-2010-Satkhira"	2009	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.11666666666667	6.11666666666667	14.1918724557333
"1437"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1983	"Long"	"BR12"	"Long-BR12"	3.99666666666667	3.99666666666667	13.0274614061456
"1438"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1983	"Long"	"BR14"	"Long-BR14"	5.31	5.31	13.0274614061455
"1439"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1983	"Long"	"BR15"	"Long-BR15"	5.02666666666667	5.02666666666666	13.0274614061455
"1440"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1983	"Long"	"BR16"	"Long-BR16"	4.96333333333333	4.96333333333333	13.0274614061456
"1441"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1971	"Long"	"BR2"	"Long-BR2"	4.44333333333333	4.44333333333333	13.0274614061456
"1442"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1973	"Long"	"BR3"	"Long-BR3"	4.85666666666667	4.85666666666666	13.0274614061456
"1443"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1977	"Long"	"BR7"	"Long-BR7"	4.21	4.21	13.0274614061456
"1444"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1978	"Long"	"BR8"	"Long-BR8"	4.36333333333333	4.36333333333333	13.0274614061456
"1445"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1978	"Long"	"BR9"	"Long-BR9"	5.16666666666667	5.16666666666666	13.0274614061456
"1446"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	5.52666666666667	5.52666666666666	13.0274614061456
"1447"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.24	5.24	13.0274614061456
"1448"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	4.70666666666667	4.70666666666666	13.0274614061456
"1449"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1970	"Short"	"BR1"	"Short-BR1"	5.26333333333333	5.26333333333333	13.0274614061456
"1450"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1977	"Short"	"BR6"	"Short-BR6"	5.10666666666667	5.10666666666666	13.0274614061456
"1451"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.23666666666667	5.23666666666666	13.0274614061456
"1452"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	4.38666666666667	4.38666666666666	13.0274614061456
"1453"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1985	"Stress"	"BR17"	"Stress-BR17"	4.08666666666667	4.08666666666666	13.0274614061456
"1454"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1985	"Stress"	"BR18"	"Stress-BR18"	3.29333333333333	3.29333333333333	13.0274614061456
"1455"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1985	"Stress"	"BR19"	"Stress-BR19"	3.56333333333333	3.56333333333333	13.0274614061456
"1456"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	5.50666666666667	5.50666666666666	13.0274614061456
"1457"	"2010-2011"	"Barisal"	"2010-2011-Barisal"	2010	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	4.96	4.96	13.0274614061456
"1458"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1983	"Long"	"BR12"	"Long-BR12"	6.66666666666667	6.66666666666666	6.13899363704679
"1459"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1983	"Long"	"BR14"	"Long-BR14"	7.78	7.78	6.13899363704676
"1460"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1983	"Long"	"BR15"	"Long-BR15"	7.88666666666667	7.88666666666666	6.13899363704676
"1461"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1983	"Long"	"BR16"	"Long-BR16"	6.91	6.90999999999999	6.13899363704678
"1462"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1971	"Long"	"BR2"	"Long-BR2"	6.57666666666667	6.57666666666666	6.13899363704678
"1463"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1973	"Long"	"BR3"	"Long-BR3"	7.02	7.01999999999999	6.13899363704678
"1464"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1977	"Long"	"BR7"	"Long-BR7"	6.92666666666667	6.92666666666666	6.13899363704677
"1465"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1978	"Long"	"BR8"	"Long-BR8"	7.1	7.09999999999999	6.13899363704677
"1466"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1978	"Long"	"BR9"	"Long-BR9"	5.53666666666667	5.53666666666666	6.13899363704677
"1467"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7	6.99999999999999	6.13899363704678
"1468"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.61333333333333	6.61333333333333	6.13899363704677
"1469"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	5.15666666666667	5.15666666666666	6.13899363704677
"1470"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1970	"Short"	"BR1"	"Short-BR1"	5.87	5.86999999999998	6.13899363704677
"1471"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1977	"Short"	"BR6"	"Short-BR6"	6.20666666666667	6.20666666666666	6.13899363704678
"1472"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.19	6.18999999999999	6.13899363704677
"1473"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.36666666666667	6.36666666666666	6.13899363704677
"1474"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1985	"Stress"	"BR17"	"Stress-BR17"	5.08	5.08	6.13899363704678
"1475"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1985	"Stress"	"BR18"	"Stress-BR18"	5.67333333333333	5.67333333333333	6.13899363704677
"1476"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1985	"Stress"	"BR19"	"Stress-BR19"	4.87333333333333	4.87333333333333	6.13899363704677
"1477"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	7.09666666666667	7.09666666666666	6.13899363704677
"1478"	"2010-2011"	"Bhanga"	"2010-2011-Bhanga"	2010	2007	"Stress"	"BRRI dhan47"	"Stress-BRRI dhan47"	7.27333333333333	7.27333333333333	6.13899363704677
"1479"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1983	"Long"	"BR12"	"Long-BR12"	5.32	5.32	177.944319433591
"1480"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1983	"Long"	"BR14"	"Long-BR14"	5.98333333333333	5.98333333333333	177.94431943359
"1481"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1983	"Long"	"BR15"	"Long-BR15"	5.51666666666667	5.51666666666667	177.94431943359
"1482"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1983	"Long"	"BR16"	"Long-BR16"	5.81333333333333	5.81333333333333	177.944319433591
"1483"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1971	"Long"	"BR2"	"Long-BR2"	5.21666666666667	5.21666666666667	177.944319433591
"1484"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1973	"Long"	"BR3"	"Long-BR3"	6.53333333333333	6.53333333333333	177.944319433591
"1485"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1977	"Long"	"BR7"	"Long-BR7"	4.55	4.55	177.94431943359
"1486"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1978	"Long"	"BR8"	"Long-BR8"	6.06666666666667	6.06666666666667	177.94431943359
"1487"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1978	"Long"	"BR9"	"Long-BR9"	5.98	5.98	177.944319433591
"1488"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.50333333333333	7.50333333333333	177.944319433591
"1489"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.98333333333333	4.98333333333333	177.944319433591
"1490"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	2008	"Long"	"BRRI dhan50"	"Long-BRRI dhan50"	5.96666666666667	5.96666666666667	177.944319433591
"1491"	"2010-2011"	"Comilla"	"2010-2011-Comilla"	2010	1970	"Short"	"BR1"	"Short-BR1"	5.59	5.58999999999999	177.944319433591
