"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"4987"	"2007-2008"	2007	1978	"Habiganj"	"2007-2008-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	6.22
"4988"	"2007-2008"	2007	1978	"Rangpur"	"2007-2008-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	3
"4989"	"2007-2008"	2007	1978	"Satkhira"	"2007-2008-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	8.3
"4990"	"2007-2008"	2007	1978	"Kustia"	"2007-2008-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	6.13
"4991"	"2007-2008"	2007	1978	"Rajshahi"	"2007-2008-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	5.07
"4992"	"2008-2009"	2008	1978	"Barisal"	"2008-2009-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5.48
"4993"	"2008-2009"	2008	1978	"Bhanga"	"2008-2009-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	6.43
"4994"	"2008-2009"	2008	1978	"Comilla"	"2008-2009-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	5.2
"4995"	"2008-2009"	2008	1978	"Gazipur"	"2008-2009-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	4.1
"4996"	"2008-2009"	2008	1978	"Habiganj"	"2008-2009-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	6.8
"4997"	"2008-2009"	2008	1978	"Rajshahi"	"2008-2009-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	4.54
"4998"	"2008-2009"	2008	1978	"Rangpur"	"2008-2009-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	3.7
"4999"	"2008-2009"	2008	1978	"Kustia"	"2008-2009-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	6.7
"5000"	"2008-2009"	2008	1978	"Satkhira"	"2008-2009-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	7.21
"5001"	"2009-2010"	2009	1978	"Barisal"	"2009-2010-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5
"5002"	"2009-2010"	2009	1978	"Bhanga"	"2009-2010-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	6.78
"5003"	"2009-2010"	2009	1978	"Comilla"	"2009-2010-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	6.25
"5004"	"2009-2010"	2009	1978	"Gazipur"	"2009-2010-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	4.25
"5005"	"2009-2010"	2009	1978	"Habiganj"	"2009-2010-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	6.2
"5006"	"2009-2010"	2009	1978	"Rajshahi"	"2009-2010-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	4.81
"5007"	"2009-2010"	2009	1978	"Rangpur"	"2009-2010-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	5.3
"5008"	"2009-2010"	2009	1978	"Satkhira"	"2009-2010-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	6.11
"5009"	"2009-2010"	2009	1978	"Kustia"	"2009-2010-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	5.55
"5010"	"2010-2011"	2010	1978	"Barisal"	"2010-2011-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5.34
"5011"	"2010-2011"	2010	1978	"Bhanga"	"2010-2011-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	7.13
"5012"	"2010-2011"	2010	1978	"Comilla"	"2010-2011-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	6.15
"5013"	"2010-2011"	2010	1978	"Gazipur"	"2010-2011-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	1.65
"5014"	"2010-2011"	2010	1978	"Habiganj"	"2010-2011-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	5.6
"5015"	"2010-2011"	2010	1978	"Rangpur"	"2010-2011-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	2.7
"5016"	"2010-2011"	2010	1978	"Satkhira"	"2010-2011-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	5
"5017"	"2010-2011"	2010	1978	"Sonagazi"	"2010-2011-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	6.2
"5018"	"2010-2011"	2010	1978	"Kustia"	"2010-2011-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	4.39
"5019"	"2010-2011"	2010	1978	"Rajshahi"	"2010-2011-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	6.1
"5020"	"2011-2012"	2011	1978	"Barisal"	"2011-2012-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5.34
"5021"	"2011-2012"	2011	1978	"Bhanga"	"2011-2012-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	7.13
"5022"	"2011-2012"	2011	1978	"Comilla"	"2011-2012-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	5.84
"5023"	"2011-2012"	2011	1978	"Gazipur"	"2011-2012-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	4.3
"5024"	"2011-2012"	2011	1978	"Habiganj"	"2011-2012-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	5.6
"5025"	"2011-2012"	2011	1978	"Rangpur"	"2011-2012-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	2.7
"5026"	"2011-2012"	2011	1978	"Satkhira"	"2011-2012-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	5.98
"5027"	"2011-2012"	2011	1978	"Sonagazi"	"2011-2012-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	6.2
"5028"	"2011-2012"	2011	1978	"Kustia"	"2011-2012-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	4.39
"5029"	"2011-2012"	2011	1978	"Rajshahi"	"2011-2012-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	7.39
"5030"	"2012-2013"	2012	1978	"Barisal"	"2012-2013-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	3.38
"5031"	"2012-2013"	2012	1978	"Bhanga"	"2012-2013-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	6.01
"5032"	"2012-2013"	2012	1978	"Comilla"	"2012-2013-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	5.5
"5033"	"2012-2013"	2012	1978	"Gazipur"	"2012-2013-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	4.5
"5034"	"2012-2013"	2012	1978	"Habiganj"	"2012-2013-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	5.6
"5035"	"2012-2013"	2012	1978	"Rangpur"	"2012-2013-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	4.3
"5036"	"2012-2013"	2012	1978	"Satkhira"	"2012-2013-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	5.9
"5037"	"2012-2013"	2012	1978	"Sonagazi"	"2012-2013-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	7.04
"5038"	"2012-2013"	2012	1978	"Kustia"	"2012-2013-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	6.84
"5039"	"2012-2013"	2012	1978	"Rajshahi"	"2012-2013-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	6.3
"5040"	"2013-2014"	2013	1978	"Barisal"	"2013-2014-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5.12
"5041"	"2013-2014"	2013	1978	"Bhanga"	"2013-2014-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	6.5
"5042"	"2013-2014"	2013	1978	"Comilla"	"2013-2014-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	4.54
"5043"	"2013-2014"	2013	1978	"Gazipur"	"2013-2014-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	5.2
"5044"	"2013-2014"	2013	1978	"Habiganj"	"2013-2014-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	5.75
"5045"	"2013-2014"	2013	1978	"Rangpur"	"2013-2014-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	6.9
"5046"	"2013-2014"	2013	1978	"Satkhira"	"2013-2014-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	6.05
"5047"	"2013-2014"	2013	1978	"Sonagazi"	"2013-2014-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	3.02
"5048"	"2013-2014"	2013	1978	"Kustia"	"2013-2014-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	7.52
"5049"	"2013-2014"	2013	1978	"Rajshahi"	"2013-2014-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	5.5
"5050"	"2014-2015"	2014	1978	"Barisal"	"2014-2015-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5
"5051"	"2014-2015"	2014	1978	"Bhanga"	"2014-2015-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	7.86
"5052"	"2014-2015"	2014	1978	"Comilla"	"2014-2015-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	5.2
"5053"	"2014-2015"	2014	1978	"Gazipur"	"2014-2015-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	6.8
"5054"	"2014-2015"	2014	1978	"Habiganj"	"2014-2015-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	4.81
"5055"	"2014-2015"	2014	1978	"Rangpur"	"2014-2015-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	4.05
"5056"	"2014-2015"	2014	1978	"Satkhira"	"2014-2015-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	6.15
"5057"	"2014-2015"	2014	1978	"Sonagazi"	"2014-2015-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	5.16
"5058"	"2014-2015"	2014	1978	"Kustia"	"2014-2015-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	8.19
"5059"	"2014-2015"	2014	1978	"Rajshahi"	"2014-2015-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	4.69
"5060"	"2015-2016"	2015	1978	"Barisal"	"2015-2016-Barisal"	"BR8"	"1"	"Long"	"Long-BR8"	5.72
"5061"	"2015-2016"	2015	1978	"Bhanga"	"2015-2016-Bhanga"	"BR8"	"1"	"Long"	"Long-BR8"	6.32
"5062"	"2015-2016"	2015	1978	"Comilla"	"2015-2016-Comilla"	"BR8"	"1"	"Long"	"Long-BR8"	5.91
"5063"	"2015-2016"	2015	1978	"Gazipur"	"2015-2016-Gazipur"	"BR8"	"1"	"Long"	"Long-BR8"	4.58
"5064"	"2015-2016"	2015	1978	"Habiganj"	"2015-2016-Habiganj"	"BR8"	"1"	"Long"	"Long-BR8"	5.6
"5065"	"2015-2016"	2015	1978	"Rangpur"	"2015-2016-Rangpur"	"BR8"	"1"	"Long"	"Long-BR8"	4.81
"5066"	"2015-2016"	2015	1978	"Satkhira"	"2015-2016-Satkhira"	"BR8"	"1"	"Long"	"Long-BR8"	6.15
"5067"	"2015-2016"	2015	1978	"Sonagazi"	"2015-2016-Sonagazi"	"BR8"	"1"	"Long"	"Long-BR8"	4.24
"5068"	"2015-2016"	2015	1978	"Kustia"	"2015-2016-Kustia"	"BR8"	"1"	"Long"	"Long-BR8"	7.7
"5069"	"2015-2016"	2015	1978	"Rajshahi"	"2015-2016-Rajshahi"	"BR8"	"1"	"Long"	"Long-BR8"	4.5
"5070"	"2001-2002"	2001	1978	"Barisal"	"2001-2002-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	5.99
"5071"	"2001-2002"	2001	1978	"Bhanga"	"2001-2002-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	5.6
"5072"	"2001-2002"	2001	1978	"Comilla"	"2001-2002-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	3.87
"5073"	"2001-2002"	2001	1978	"Habiganj"	"2001-2002-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	3.63
"5074"	"2001-2002"	2001	1978	"Rajshahi"	"2001-2002-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	5.5
"5075"	"2001-2002"	2001	1978	"Rangpur"	"2001-2002-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	3.92
"5076"	"2001-2002"	2001	1978	"Satkhira"	"2001-2002-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.93
"5077"	"2002-2003"	2002	1978	"Barisal"	"2002-2003-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	2.98
"5078"	"2002-2003"	2002	1978	"Bhanga"	"2002-2003-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.29
"5079"	"2002-2003"	2002	1978	"Comilla"	"2002-2003-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	4
"5080"	"2002-2003"	2002	1978	"Gazipur"	"2002-2003-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	2.99
"5081"	"2002-2003"	2002	1978	"Habiganj"	"2002-2003-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	4.56
"5082"	"2002-2003"	2002	1978	"Rajshahi"	"2002-2003-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	2.9
"5083"	"2002-2003"	2002	1978	"Rangpur"	"2002-2003-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	3.69
"5084"	"2002-2003"	2002	1978	"Satkhira"	"2002-2003-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	4.75
"5085"	"2003-2004"	2003	1978	"Barisal"	"2003-2004-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	3.6
"5086"	"2003-2004"	2003	1978	"Bhanga"	"2003-2004-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	4.76
"5087"	"2003-2004"	2003	1978	"Comilla"	"2003-2004-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	4.57
"5088"	"2003-2004"	2003	1978	"Gazipur"	"2003-2004-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	0.87
"5089"	"2003-2004"	2003	1978	"Habiganj"	"2003-2004-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.8
"5090"	"2003-2004"	2003	1978	"Rajshahi"	"2003-2004-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	1.2
"5091"	"2003-2004"	2003	1978	"Rangpur"	"2003-2004-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	4.17
"5092"	"2003-2004"	2003	1978	"Satkhira"	"2003-2004-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	6.32
"5093"	"2004-2005"	2004	1978	"Barisal"	"2004-2005-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	5.87
"5094"	"2004-2005"	2004	1978	"Bhanga"	"2004-2005-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	8.29
"5095"	"2004-2005"	2004	1978	"Comilla"	"2004-2005-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.58
"5096"	"2004-2005"	2004	1978	"Gazipur"	"2004-2005-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	3.94
"5097"	"2004-2005"	2004	1978	"Habiganj"	"2004-2005-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.9
"5098"	"2004-2005"	2004	1978	"Rajshahi"	"2004-2005-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	4.83
"5099"	"2004-2005"	2004	1978	"Rangpur"	"2004-2005-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	5.4
"5100"	"2004-2005"	2004	1978	"Satkhira"	"2004-2005-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.66
"5101"	"2004-2005"	2004	1978	"Kustia"	"2004-2005-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	5.19
"5102"	"2005-2006"	2005	1978	"Barisal"	"2005-2006-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	4.19
"5103"	"2005-2006"	2005	1978	"Bhanga"	"2005-2006-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.94
"5104"	"2005-2006"	2005	1978	"Comilla"	"2005-2006-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.31
"5105"	"2005-2006"	2005	1978	"Gazipur"	"2005-2006-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	4.59
"5106"	"2005-2006"	2005	1978	"Habiganj"	"2005-2006-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	4.66
"5107"	"2005-2006"	2005	1978	"Rajshahi"	"2005-2006-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	6.41
"5108"	"2005-2006"	2005	1978	"Rangpur"	"2005-2006-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	5.9
"5109"	"2005-2006"	2005	1978	"Satkhira"	"2005-2006-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.87
"5110"	"2005-2006"	2005	1978	"Kustia"	"2005-2006-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	7.24
"5111"	"2006-2007"	2006	1978	"Barisal"	"2006-2007-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	4.98
"5112"	"2006-2007"	2006	1978	"Bhanga"	"2006-2007-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.78
"5113"	"2006-2007"	2006	1978	"Comilla"	"2006-2007-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.34
"5114"	"2006-2007"	2006	1978	"Gazipur"	"2006-2007-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	3.96
"5115"	"2006-2007"	2006	1978	"Habiganj"	"2006-2007-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.41
"5116"	"2006-2007"	2006	1978	"Rajshahi"	"2006-2007-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	5
"5117"	"2006-2007"	2006	1978	"Kustia"	"2006-2007-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	7.06
"5118"	"2006-2007"	2006	1978	"Rangpur"	"2006-2007-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	4.72
"5119"	"2006-2007"	2006	1978	"Satkhira"	"2006-2007-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.8
"5120"	"2007-2008"	2007	1978	"Barisal"	"2007-2008-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	2.95
"5121"	"2007-2008"	2007	1978	"Bhanga"	"2007-2008-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	5.41
"5122"	"2007-2008"	2007	1978	"Comilla"	"2007-2008-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	6.91
"5123"	"2007-2008"	2007	1978	"Gazipur"	"2007-2008-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	4.2
"5124"	"2007-2008"	2007	1978	"Habiganj"	"2007-2008-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.41
"5125"	"2007-2008"	2007	1978	"Rangpur"	"2007-2008-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	2.4
"5126"	"2007-2008"	2007	1978	"Satkhira"	"2007-2008-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.5
"5127"	"2007-2008"	2007	1978	"Kustia"	"2007-2008-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	6.07
"5128"	"2007-2008"	2007	1978	"Rajshahi"	"2007-2008-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	4.13
"5129"	"2008-2009"	2008	1978	"Barisal"	"2008-2009-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	4.17
"5130"	"2008-2009"	2008	1978	"Bhanga"	"2008-2009-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.1
"5131"	"2008-2009"	2008	1978	"Comilla"	"2008-2009-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	6.01
"5132"	"2008-2009"	2008	1978	"Gazipur"	"2008-2009-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	3.7
"5133"	"2008-2009"	2008	1978	"Habiganj"	"2008-2009-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	6.9
"5134"	"2008-2009"	2008	1978	"Rajshahi"	"2008-2009-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	3.26
"5135"	"2008-2009"	2008	1978	"Rangpur"	"2008-2009-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	2.8
"5136"	"2008-2009"	2008	1978	"Kustia"	"2008-2009-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	6.5
"5137"	"2008-2009"	2008	1978	"Satkhira"	"2008-2009-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.65
"5138"	"2009-2010"	2009	1978	"Barisal"	"2009-2010-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	5.4
"5139"	"2009-2010"	2009	1978	"Bhanga"	"2009-2010-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.33
"5140"	"2009-2010"	2009	1978	"Comilla"	"2009-2010-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	6.56
"5141"	"2009-2010"	2009	1978	"Gazipur"	"2009-2010-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	3.55
"5142"	"2009-2010"	2009	1978	"Habiganj"	"2009-2010-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	6.1
"5143"	"2009-2010"	2009	1978	"Rajshahi"	"2009-2010-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	3.7
"5144"	"2009-2010"	2009	1978	"Rangpur"	"2009-2010-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	4.7
"5145"	"2009-2010"	2009	1978	"Satkhira"	"2009-2010-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.83
"5146"	"2009-2010"	2009	1978	"Kustia"	"2009-2010-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	5.54
"5147"	"2010-2011"	2010	1978	"Barisal"	"2010-2011-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	3.97
"5148"	"2010-2011"	2010	1978	"Bhanga"	"2010-2011-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.56
"5149"	"2010-2011"	2010	1978	"Comilla"	"2010-2011-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	6.07
"5150"	"2010-2011"	2010	1978	"Gazipur"	"2010-2011-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	2.15
"5151"	"2010-2011"	2010	1978	"Habiganj"	"2010-2011-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.3
"5152"	"2010-2011"	2010	1978	"Rangpur"	"2010-2011-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	2.85
"5153"	"2010-2011"	2010	1978	"Satkhira"	"2010-2011-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	6
"5154"	"2010-2011"	2010	1978	"Sonagazi"	"2010-2011-Sonagazi"	"BR8"	"2"	"Long"	"Long-BR8"	6.1
"5155"	"2010-2011"	2010	1978	"Kustia"	"2010-2011-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	4.57
"5156"	"2010-2011"	2010	1978	"Rajshahi"	"2010-2011-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	6
"5157"	"2011-2012"	2011	1978	"Barisal"	"2011-2012-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	3.97
"5158"	"2011-2012"	2011	1978	"Bhanga"	"2011-2012-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.56
"5159"	"2011-2012"	2011	1978	"Comilla"	"2011-2012-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.97
"5160"	"2011-2012"	2011	1978	"Gazipur"	"2011-2012-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	4.55
"5161"	"2011-2012"	2011	1978	"Habiganj"	"2011-2012-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.3
"5162"	"2011-2012"	2011	1978	"Rangpur"	"2011-2012-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	2.85
"5163"	"2011-2012"	2011	1978	"Satkhira"	"2011-2012-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	6.03
"5164"	"2011-2012"	2011	1978	"Sonagazi"	"2011-2012-Sonagazi"	"BR8"	"2"	"Long"	"Long-BR8"	6.1
"5165"	"2011-2012"	2011	1978	"Kustia"	"2011-2012-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	4.57
"5166"	"2011-2012"	2011	1978	"Rajshahi"	"2011-2012-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	8.31
"5167"	"2012-2013"	2012	1978	"Barisal"	"2012-2013-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	3.42
"5168"	"2012-2013"	2012	1978	"Bhanga"	"2012-2013-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	7.58
"5169"	"2012-2013"	2012	1978	"Comilla"	"2012-2013-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.48
"5170"	"2012-2013"	2012	1978	"Gazipur"	"2012-2013-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	4.26
"5171"	"2012-2013"	2012	1978	"Habiganj"	"2012-2013-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.8
"5172"	"2012-2013"	2012	1978	"Rangpur"	"2012-2013-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	4.35
"5173"	"2012-2013"	2012	1978	"Satkhira"	"2012-2013-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	6.3
"5174"	"2012-2013"	2012	1978	"Sonagazi"	"2012-2013-Sonagazi"	"BR8"	"2"	"Long"	"Long-BR8"	2.93
"5175"	"2012-2013"	2012	1978	"Kustia"	"2012-2013-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	6.67
"5176"	"2012-2013"	2012	1978	"Rajshahi"	"2012-2013-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	6.9
"5177"	"2013-2014"	2013	1978	"Barisal"	"2013-2014-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	4.79
"5178"	"2013-2014"	2013	1978	"Bhanga"	"2013-2014-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	6.5
"5179"	"2013-2014"	2013	1978	"Comilla"	"2013-2014-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	4.77
"5180"	"2013-2014"	2013	1978	"Gazipur"	"2013-2014-Gazipur"	"BR8"	"2"	"Long"	"Long-BR8"	5.8
"5181"	"2013-2014"	2013	1978	"Habiganj"	"2013-2014-Habiganj"	"BR8"	"2"	"Long"	"Long-BR8"	5.96
"5182"	"2013-2014"	2013	1978	"Rangpur"	"2013-2014-Rangpur"	"BR8"	"2"	"Long"	"Long-BR8"	7.4
"5183"	"2013-2014"	2013	1978	"Satkhira"	"2013-2014-Satkhira"	"BR8"	"2"	"Long"	"Long-BR8"	5.76
"5184"	"2013-2014"	2013	1978	"Sonagazi"	"2013-2014-Sonagazi"	"BR8"	"2"	"Long"	"Long-BR8"	3.11
"5185"	"2013-2014"	2013	1978	"Kustia"	"2013-2014-Kustia"	"BR8"	"2"	"Long"	"Long-BR8"	7.14
"5186"	"2013-2014"	2013	1978	"Rajshahi"	"2013-2014-Rajshahi"	"BR8"	"2"	"Long"	"Long-BR8"	6.21
"5187"	"2014-2015"	2014	1978	"Barisal"	"2014-2015-Barisal"	"BR8"	"2"	"Long"	"Long-BR8"	5.1
"5188"	"2014-2015"	2014	1978	"Bhanga"	"2014-2015-Bhanga"	"BR8"	"2"	"Long"	"Long-BR8"	8.56
"5189"	"2014-2015"	2014	1978	"Comilla"	"2014-2015-Comilla"	"BR8"	"2"	"Long"	"Long-BR8"	5.24
