"Y"	"tj"	"ri"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2008"	2008	1994	"Rangpur"	"2008-Rangpur"	"BRRI dhan32"	"1"	"Medium"	4.65
"2008"	2008	1994	"Satkhira"	"2008-Satkhira"	"BRRI dhan32"	"1"	"Medium"	5.075
"2008"	2008	1994	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	2.2
"2008"	2008	1994	"Kustia"	"2008-Kustia"	"BRRI dhan32"	"1"	"Medium"	4.75
"2009"	2009	1994	"Barisal"	"2009-Barisal"	"BRRI dhan32"	"1"	"Medium"	3.65
"2009"	2009	1994	"Comilla"	"2009-Comilla"	"BRRI dhan32"	"1"	"Medium"	3.68
"2009"	2009	1994	"Gazipur"	"2009-Gazipur"	"BRRI dhan32"	"1"	"Medium"	4.1
"2009"	2009	1994	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	3.89
"2009"	2009	1994	"Rangpur"	"2009-Rangpur"	"BRRI dhan32"	"1"	"Medium"	5.6
"2009"	2009	1994	"Satkhira"	"2009-Satkhira"	"BRRI dhan32"	"1"	"Medium"	4.6625
"2009"	2009	1994	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	2.15
"2009"	2009	1994	"Kustia"	"2009-Kustia"	"BRRI dhan32"	"1"	"Medium"	4.8
"2010"	2010	1994	"Barisal"	"2010-Barisal"	"BRRI dhan32"	"1"	"Medium"	3.285
"2010"	2010	1994	"Comilla"	"2010-Comilla"	"BRRI dhan32"	"1"	"Medium"	4.85
"2010"	2010	1994	"Gazipur"	"2010-Gazipur"	"BRRI dhan32"	"1"	"Medium"	4.8
"2010"	2010	1994	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	5.345
"2010"	2010	1994	"Rangpur"	"2010-Rangpur"	"BRRI dhan32"	"1"	"Medium"	4.35
"2010"	2010	1994	"Satkhira"	"2010-Satkhira"	"BRRI dhan32"	"1"	"Medium"	4.86875
"2010"	2010	1994	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	4.53
"2010"	2010	1994	"Kustia"	"2010-Kustia"	"BRRI dhan32"	"1"	"Medium"	5.3
"2011"	2011	1994	"Barisal"	"2011-Barisal"	"BRRI dhan32"	"1"	"Medium"	2.92
"2011"	2011	1994	"Comilla"	"2011-Comilla"	"BRRI dhan32"	"1"	"Medium"	4.28
"2011"	2011	1994	"Gazipur"	"2011-Gazipur"	"BRRI dhan32"	"1"	"Medium"	4.65
"2011"	2011	1994	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	6.8
"2011"	2011	1994	"Rangpur"	"2011-Rangpur"	"BRRI dhan32"	"1"	"Medium"	4
"2011"	2011	1994	"Satkhira"	"2011-Satkhira"	"BRRI dhan32"	"1"	"Medium"	4.765625
"2011"	2011	1994	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	7.1
"2011"	2011	1994	"Kustia"	"2011-Kustia"	"BRRI dhan32"	"1"	"Medium"	5.31
"2012"	2012	1994	"Kustia"	"2012-Kustia"	"BRRI dhan32"	"1"	"Medium"	5.28
"2012"	2012	1994	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	4.65
"2012"	2012	1994	"Comilla"	"2012-Comilla"	"BRRI dhan32"	"1"	"Medium"	4.91
"2012"	2012	1994	"Gazipur"	"2012-Gazipur"	"BRRI dhan32"	"1"	"Medium"	3.963
"2012"	2012	1994	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	4.79
"2012"	2012	1994	"Rangpur"	"2012-Rangpur"	"BRRI dhan32"	"1"	"Medium"	2.6
"2012"	2012	1994	"Satkhira"	"2012-Satkhira"	"BRRI dhan32"	"1"	"Medium"	3.27
"2012"	2012	1994	"Barisal"	"2012-Barisal"	"BRRI dhan32"	"1"	"Medium"	3.94
"2013"	2013	1994	"Kustia"	"2013-Kustia"	"BRRI dhan32"	"1"	"Medium"	5.4
"2013"	2013	1994	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	4.71
"2013"	2013	1994	"Comilla"	"2013-Comilla"	"BRRI dhan32"	"1"	"Medium"	4.28
"2013"	2013	1994	"Gazipur"	"2013-Gazipur"	"BRRI dhan32"	"1"	"Medium"	5.6
"2013"	2013	1994	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	5.56
"2013"	2013	1994	"Rangpur"	"2013-Rangpur"	"BRRI dhan32"	"1"	"Medium"	3
"2013"	2013	1994	"Barisal"	"2013-Barisal"	"BRRI dhan32"	"1"	"Medium"	4.91
"2014"	2014	1994	"Kustia"	"2014-Kustia"	"BRRI dhan32"	"1"	"Medium"	4.4
"2014"	2014	1994	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	2.72
"2014"	2014	1994	"Comilla"	"2014-Comilla"	"BRRI dhan32"	"1"	"Medium"	4.62
"2014"	2014	1994	"Gazipur"	"2014-Gazipur"	"BRRI dhan32"	"1"	"Medium"	3.5
"2014"	2014	1994	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	5.654372093
"2014"	2014	1994	"Rangpur"	"2014-Rangpur"	"BRRI dhan32"	"1"	"Medium"	5
"2014"	2014	1994	"Satkhira"	"2014-Satkhira"	"BRRI dhan32"	"1"	"Medium"	4.98
"2014"	2014	1994	"Bhanga"	"2014-Bhanga"	"BRRI dhan32"	"1"	"Medium"	3
"2015"	2015	1994	"Kustia"	"2015-Kustia"	"BRRI dhan32"	"1"	"Medium"	6.29
"2015"	2015	1994	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan32"	"1"	"Medium"	4.787023256
"2015"	2015	1994	"Comilla"	"2015-Comilla"	"BRRI dhan32"	"1"	"Medium"	6.347975883
"2015"	2015	1994	"Gazipur"	"2015-Gazipur"	"BRRI dhan32"	"1"	"Medium"	6.453288373
"2015"	2015	1994	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan32"	"1"	"Medium"	6.391011628
"2015"	2015	1994	"Rangpur"	"2015-Rangpur"	"BRRI dhan32"	"1"	"Medium"	2.75
"2015"	2015	1994	"Satkhira"	"2015-Satkhira"	"BRRI dhan32"	"1"	"Medium"	3.795348837
"2015"	2015	1994	"Bhanga"	"2015-Bhanga"	"BRRI dhan32"	"1"	"Medium"	3.05
"2001"	2001	1994	"Barisal"	"2001-Barisal"	"BRRI dhan32"	"2"	"Medium"	4.25
"2001"	2001	1994	"Comilla"	"2001-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.400581395
"2001"	2001	1994	"Gazipur"	"2001-Gazipur"	"BRRI dhan32"	"2"	"Medium"	5.241860465
"2001"	2001	1994	"Rajshahi"	"2001-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.32
"2001"	2001	1994	"Rangpur"	"2001-Rangpur"	"BRRI dhan32"	"2"	"Medium"	4.732790698
"2001"	2001	1994	"Satkhira"	"2001-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.491104651
"2001"	2001	1994	"Sonagazi"	"2001-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	5.241860465
"2002"	2002	1994	"Barisal"	"2002-Barisal"	"BRRI dhan32"	"2"	"Medium"	5.2
"2002"	2002	1994	"Comilla"	"2002-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.3
"2002"	2002	1994	"Gazipur"	"2002-Gazipur"	"BRRI dhan32"	"2"	"Medium"	4.053783953
"2002"	2002	1994	"Rajshahi"	"2002-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.619
"2002"	2002	1994	"Rangpur"	"2002-Rangpur"	"BRRI dhan32"	"2"	"Medium"	4.32
"2002"	2002	1994	"Satkhira"	"2002-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.10872093
"2002"	2002	1994	"Sonagazi"	"2002-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	5.540860465
"2003"	2003	1994	"Barisal"	"2003-Barisal"	"BRRI dhan32"	"2"	"Medium"	7.861162791
"2003"	2003	1994	"Comilla"	"2003-Comilla"	"BRRI dhan32"	"2"	"Medium"	5.045423256
"2003"	2003	1994	"Gazipur"	"2003-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.018116279
"2003"	2003	1994	"Rajshahi"	"2003-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.4695
"2003"	2003	1994	"Rangpur"	"2003-Rangpur"	"BRRI dhan32"	"2"	"Medium"	5.145581395
"2003"	2003	1994	"Satkhira"	"2003-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.873488372
"2003"	2003	1994	"Sonagazi"	"2003-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.22
"2004"	2004	1994	"Barisal"	"2004-Barisal"	"BRRI dhan32"	"2"	"Medium"	3.483632457
"2004"	2004	1994	"Comilla"	"2004-Comilla"	"BRRI dhan32"	"2"	"Medium"	2.749213953
"2004"	2004	1994	"Gazipur"	"2004-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.73255814
"2004"	2004	1994	"Rajshahi"	"2004-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.548116279
"2004"	2004	1994	"Rangpur"	"2004-Rangpur"	"BRRI dhan32"	"2"	"Medium"	3.22
"2004"	2004	1994	"Satkhira"	"2004-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.474418605
"2004"	2004	1994	"Sonagazi"	"2004-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.041860465
"2004"	2004	1994	"Kustia"	"2004-Kustia"	"BRRI dhan32"	"2"	"Medium"	3.763588372
"2005"	2005	1994	"Barisal"	"2005-Barisal"	"BRRI dhan32"	"2"	"Medium"	5.323
"2005"	2005	1994	"Comilla"	"2005-Comilla"	"BRRI dhan32"	"2"	"Medium"	3.977093023
"2005"	2005	1994	"Gazipur"	"2005-Gazipur"	"BRRI dhan32"	"2"	"Medium"	2.886453488
"2005"	2005	1994	"Rajshahi"	"2005-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	3.42372093
"2005"	2005	1994	"Rangpur"	"2005-Rangpur"	"BRRI dhan32"	"2"	"Medium"	3.208575581
"2005"	2005	1994	"Satkhira"	"2005-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.494883721
"2005"	2005	1994	"Sonagazi"	"2005-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	3.97
"2005"	2005	1994	"Kustia"	"2005-Kustia"	"BRRI dhan32"	"2"	"Medium"	4.239162791
"2006"	2006	1994	"Barisal"	"2006-Barisal"	"BRRI dhan32"	"2"	"Medium"	4.4
"2006"	2006	1994	"Comilla"	"2006-Comilla"	"BRRI dhan32"	"2"	"Medium"	1.98
"2006"	2006	1994	"Gazipur"	"2006-Gazipur"	"BRRI dhan32"	"2"	"Medium"	4.7
"2006"	2006	1994	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	3.8
"2006"	2006	1994	"Rangpur"	"2006-Rangpur"	"BRRI dhan32"	"2"	"Medium"	4.85
"2006"	2006	1994	"Satkhira"	"2006-Satkhira"	"BRRI dhan32"	"2"	"Medium"	5.8
"2006"	2006	1994	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	3.36
"2006"	2006	1994	"Kustia"	"2006-Kustia"	"BRRI dhan32"	"2"	"Medium"	6.17
"2007"	2007	1994	"Barisal"	"2007-Barisal"	"BRRI dhan32"	"2"	"Medium"	2.428
"2007"	2007	1994	"Comilla"	"2007-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.32
"2007"	2007	1994	"Gazipur"	"2007-Gazipur"	"BRRI dhan32"	"2"	"Medium"	2
"2007"	2007	1994	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	5.3
"2007"	2007	1994	"Rangpur"	"2007-Rangpur"	"BRRI dhan32"	"2"	"Medium"	3.45
"2007"	2007	1994	"Satkhira"	"2007-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4
"2007"	2007	1994	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	3.22
"2007"	2007	1994	"Kustia"	"2007-Kustia"	"BRRI dhan32"	"2"	"Medium"	5
"2008"	2008	1994	"Barisal"	"2008-Barisal"	"BRRI dhan32"	"2"	"Medium"	2.939
"2008"	2008	1994	"Comilla"	"2008-Comilla"	"BRRI dhan32"	"2"	"Medium"	2.615
"2008"	2008	1994	"Gazipur"	"2008-Gazipur"	"BRRI dhan32"	"2"	"Medium"	4.7
"2008"	2008	1994	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.15
"2008"	2008	1994	"Rangpur"	"2008-Rangpur"	"BRRI dhan32"	"2"	"Medium"	4.6
"2008"	2008	1994	"Satkhira"	"2008-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4.9
"2008"	2008	1994	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	2.2
"2008"	2008	1994	"Kustia"	"2008-Kustia"	"BRRI dhan32"	"2"	"Medium"	4.8
"2009"	2009	1994	"Barisal"	"2009-Barisal"	"BRRI dhan32"	"2"	"Medium"	3.45
"2009"	2009	1994	"Comilla"	"2009-Comilla"	"BRRI dhan32"	"2"	"Medium"	3.7975
"2009"	2009	1994	"Gazipur"	"2009-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.3
"2009"	2009	1994	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	4.725
"2009"	2009	1994	"Rangpur"	"2009-Rangpur"	"BRRI dhan32"	"2"	"Medium"	5.45
"2009"	2009	1994	"Satkhira"	"2009-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4.45
"2009"	2009	1994	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	1.65
"2009"	2009	1994	"Kustia"	"2009-Kustia"	"BRRI dhan32"	"2"	"Medium"	4.6
"2010"	2010	1994	"Barisal"	"2010-Barisal"	"BRRI dhan32"	"2"	"Medium"	3.05
"2010"	2010	1994	"Comilla"	"2010-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.98
"2010"	2010	1994	"Gazipur"	"2010-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.8
"2010"	2010	1994	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	6.1625
"2010"	2010	1994	"Rangpur"	"2010-Rangpur"	"BRRI dhan32"	"2"	"Medium"	4.3
"2010"	2010	1994	"Satkhira"	"2010-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4.675
"2010"	2010	1994	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.82
"2010"	2010	1994	"Kustia"	"2010-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.2
"2011"	2011	1994	"Barisal"	"2011-Barisal"	"BRRI dhan32"	"2"	"Medium"	2.65
"2011"	2011	1994	"Comilla"	"2011-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.35
"2011"	2011	1994	"Gazipur"	"2011-Gazipur"	"BRRI dhan32"	"2"	"Medium"	5.1
"2011"	2011	1994	"Rajshahi"	"2011-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	7.6
"2011"	2011	1994	"Rangpur"	"2011-Rangpur"	"BRRI dhan32"	"2"	"Medium"	3.7
"2011"	2011	1994	"Satkhira"	"2011-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4.5625
"2011"	2011	1994	"Sonagazi"	"2011-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4
"2011"	2011	1994	"Kustia"	"2011-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.45
"2012"	2012	1994	"Kustia"	"2012-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.16
"2012"	2012	1994	"Sonagazi"	"2012-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.45
"2012"	2012	1994	"Comilla"	"2012-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.15
"2012"	2012	1994	"Gazipur"	"2012-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.932
"2012"	2012	1994	"Rajshahi"	"2012-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	5.4
"2012"	2012	1994	"Rangpur"	"2012-Rangpur"	"BRRI dhan32"	"2"	"Medium"	2.4
"2012"	2012	1994	"Satkhira"	"2012-Satkhira"	"BRRI dhan32"	"2"	"Medium"	3.23
"2012"	2012	1994	"Barisal"	"2012-Barisal"	"BRRI dhan32"	"2"	"Medium"	4.06
"2013"	2013	1994	"Kustia"	"2013-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.3
"2013"	2013	1994	"Sonagazi"	"2013-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.58
"2013"	2013	1994	"Comilla"	"2013-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.16
"2013"	2013	1994	"Gazipur"	"2013-Gazipur"	"BRRI dhan32"	"2"	"Medium"	5.23
"2013"	2013	1994	"Rajshahi"	"2013-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	5.38
"2013"	2013	1994	"Rangpur"	"2013-Rangpur"	"BRRI dhan32"	"2"	"Medium"	3
"2013"	2013	1994	"Barisal"	"2013-Barisal"	"BRRI dhan32"	"2"	"Medium"	4.57
"2014"	2014	1994	"Kustia"	"2014-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.68
"2014"	2014	1994	"Sonagazi"	"2014-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	2.24
"2014"	2014	1994	"Comilla"	"2014-Comilla"	"BRRI dhan32"	"2"	"Medium"	4.25
"2014"	2014	1994	"Gazipur"	"2014-Gazipur"	"BRRI dhan32"	"2"	"Medium"	3.8
"2014"	2014	1994	"Rajshahi"	"2014-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	6.373465116
"2014"	2014	1994	"Rangpur"	"2014-Rangpur"	"BRRI dhan32"	"2"	"Medium"	5.2
"2014"	2014	1994	"Satkhira"	"2014-Satkhira"	"BRRI dhan32"	"2"	"Medium"	4.78
"2014"	2014	1994	"Bhanga"	"2014-Bhanga"	"BRRI dhan32"	"2"	"Medium"	3.625
"2015"	2015	1994	"Kustia"	"2015-Kustia"	"BRRI dhan32"	"2"	"Medium"	5.48
"2015"	2015	1994	"Sonagazi"	"2015-Sonagazi"	"BRRI dhan32"	"2"	"Medium"	4.379651163
"2015"	2015	1994	"Comilla"	"2015-Comilla"	"BRRI dhan32"	"2"	"Medium"	5.446454206
"2015"	2015	1994	"Gazipur"	"2015-Gazipur"	"BRRI dhan32"	"2"	"Medium"	5.688482085
"2015"	2015	1994	"Rajshahi"	"2015-Rajshahi"	"BRRI dhan32"	"2"	"Medium"	5.96605814
"2015"	2015	1994	"Rangpur"	"2015-Rangpur"	"BRRI dhan32"	"2"	"Medium"	2.7
"2015"	2015	1994	"Satkhira"	"2015-Satkhira"	"BRRI dhan32"	"2"	"Medium"	3.953488372
"2015"	2015	1994	"Bhanga"	"2015-Bhanga"	"BRRI dhan32"	"2"	"Medium"	3.45
"2001"	2001	1994	"Barisal"	"2001-Barisal"	"BRRI dhan32"	"3"	"Medium"	4.33
"2001"	2001	1994	"Comilla"	"2001-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.63744186
"2001"	2001	1994	"Gazipur"	"2001-Gazipur"	"BRRI dhan32"	"3"	"Medium"	5.395348837
"2001"	2001	1994	"Rajshahi"	"2001-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	3.42
"2001"	2001	1994	"Rangpur"	"2001-Rangpur"	"BRRI dhan32"	"3"	"Medium"	4.198023256
"2001"	2001	1994	"Satkhira"	"2001-Satkhira"	"BRRI dhan32"	"3"	"Medium"	5.572965116
"2001"	2001	1994	"Sonagazi"	"2001-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	5.395348837
"2002"	2002	1994	"Barisal"	"2002-Barisal"	"BRRI dhan32"	"3"	"Medium"	5.85
"2002"	2002	1994	"Comilla"	"2002-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.1
"2002"	2002	1994	"Gazipur"	"2002-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.322601744
"2002"	2002	1994	"Rajshahi"	"2002-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	3.719
"2002"	2002	1994	"Rangpur"	"2002-Rangpur"	"BRRI dhan32"	"3"	"Medium"	3.61
"2002"	2002	1994	"Satkhira"	"2002-Satkhira"	"BRRI dhan32"	"3"	"Medium"	5.10872093
"2002"	2002	1994	"Sonagazi"	"2002-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	5.694348837
"2003"	2003	1994	"Barisal"	"2003-Barisal"	"BRRI dhan32"	"3"	"Medium"	7.097674419
"2003"	2003	1994	"Comilla"	"2003-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.576238372
"2003"	2003	1994	"Gazipur"	"2003-Gazipur"	"BRRI dhan32"	"3"	"Medium"	3.728616279
"2003"	2003	1994	"Rajshahi"	"2003-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	3.5695
"2003"	2003	1994	"Rangpur"	"2003-Rangpur"	"BRRI dhan32"	"3"	"Medium"	4.786046512
"2003"	2003	1994	"Satkhira"	"2003-Satkhira"	"BRRI dhan32"	"3"	"Medium"	6.037209302
"2003"	2003	1994	"Sonagazi"	"2003-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	2.93
"2004"	2004	1994	"Barisal"	"2004-Barisal"	"BRRI dhan32"	"3"	"Medium"	4.083923155
"2004"	2004	1994	"Comilla"	"2004-Comilla"	"BRRI dhan32"	"3"	"Medium"	2.761616279
"2004"	2004	1994	"Gazipur"	"2004-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.11122093
"2004"	2004	1994	"Rajshahi"	"2004-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	4.228953488
"2004"	2004	1994	"Rangpur"	"2004-Rangpur"	"BRRI dhan32"	"3"	"Medium"	2.88
"2004"	2004	1994	"Satkhira"	"2004-Satkhira"	"BRRI dhan32"	"3"	"Medium"	5.627906977
"2004"	2004	1994	"Sonagazi"	"2004-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	4.449894292
"2004"	2004	1994	"Kustia"	"2004-Kustia"	"BRRI dhan32"	"3"	"Medium"	3.974753488
"2005"	2005	1994	"Barisal"	"2005-Barisal"	"BRRI dhan32"	"3"	"Medium"	7.108
"2005"	2005	1994	"Comilla"	"2005-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.004651163
"2005"	2005	1994	"Gazipur"	"2005-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.463372093
"2005"	2005	1994	"Rajshahi"	"2005-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	3.223255814
"2005"	2005	1994	"Rangpur"	"2005-Rangpur"	"BRRI dhan32"	"3"	"Medium"	1.558866279
"2005"	2005	1994	"Satkhira"	"2005-Satkhira"	"BRRI dhan32"	"3"	"Medium"	5.535813953
"2005"	2005	1994	"Sonagazi"	"2005-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	3.58
"2005"	2005	1994	"Kustia"	"2005-Kustia"	"BRRI dhan32"	"3"	"Medium"	4.190325581
"2006"	2006	1994	"Barisal"	"2006-Barisal"	"BRRI dhan32"	"3"	"Medium"	4.54
"2006"	2006	1994	"Comilla"	"2006-Comilla"	"BRRI dhan32"	"3"	"Medium"	1.75
"2006"	2006	1994	"Gazipur"	"2006-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.4
"2006"	2006	1994	"Rajshahi"	"2006-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	4
"2006"	2006	1994	"Rangpur"	"2006-Rangpur"	"BRRI dhan32"	"3"	"Medium"	4.4
"2006"	2006	1994	"Satkhira"	"2006-Satkhira"	"BRRI dhan32"	"3"	"Medium"	6.15
"2006"	2006	1994	"Sonagazi"	"2006-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	2.5
"2006"	2006	1994	"Kustia"	"2006-Kustia"	"BRRI dhan32"	"3"	"Medium"	6.5
"2007"	2007	1994	"Barisal"	"2007-Barisal"	"BRRI dhan32"	"3"	"Medium"	3.0895
"2007"	2007	1994	"Comilla"	"2007-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.13
"2007"	2007	1994	"Gazipur"	"2007-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.1
"2007"	2007	1994	"Rajshahi"	"2007-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	4.9
"2007"	2007	1994	"Rangpur"	"2007-Rangpur"	"BRRI dhan32"	"3"	"Medium"	3
"2007"	2007	1994	"Satkhira"	"2007-Satkhira"	"BRRI dhan32"	"3"	"Medium"	3.75
"2007"	2007	1994	"Sonagazi"	"2007-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	3.02
"2007"	2007	1994	"Kustia"	"2007-Kustia"	"BRRI dhan32"	"3"	"Medium"	3.91
"2008"	2008	1994	"Barisal"	"2008-Barisal"	"BRRI dhan32"	"3"	"Medium"	3.16975
"2008"	2008	1994	"Comilla"	"2008-Comilla"	"BRRI dhan32"	"3"	"Medium"	2.385
"2008"	2008	1994	"Gazipur"	"2008-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.4
"2008"	2008	1994	"Rajshahi"	"2008-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	4.78
"2008"	2008	1994	"Rangpur"	"2008-Rangpur"	"BRRI dhan32"	"3"	"Medium"	4.8
"2008"	2008	1994	"Satkhira"	"2008-Satkhira"	"BRRI dhan32"	"3"	"Medium"	4.95
"2008"	2008	1994	"Sonagazi"	"2008-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	2.4
"2008"	2008	1994	"Kustia"	"2008-Kustia"	"BRRI dhan32"	"3"	"Medium"	4.455
"2009"	2009	1994	"Barisal"	"2009-Barisal"	"BRRI dhan32"	"3"	"Medium"	3.25
"2009"	2009	1994	"Comilla"	"2009-Comilla"	"BRRI dhan32"	"3"	"Medium"	3.5675
"2009"	2009	1994	"Gazipur"	"2009-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.3
"2009"	2009	1994	"Rajshahi"	"2009-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	4.84
"2009"	2009	1994	"Rangpur"	"2009-Rangpur"	"BRRI dhan32"	"3"	"Medium"	5
"2009"	2009	1994	"Satkhira"	"2009-Satkhira"	"BRRI dhan32"	"3"	"Medium"	4.35
"2009"	2009	1994	"Sonagazi"	"2009-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	2.1
"2009"	2009	1994	"Kustia"	"2009-Kustia"	"BRRI dhan32"	"3"	"Medium"	5
"2010"	2010	1994	"Barisal"	"2010-Barisal"	"BRRI dhan32"	"3"	"Medium"	3.065
"2010"	2010	1994	"Comilla"	"2010-Comilla"	"BRRI dhan32"	"3"	"Medium"	4.75
"2010"	2010	1994	"Gazipur"	"2010-Gazipur"	"BRRI dhan32"	"3"	"Medium"	4.38
"2010"	2010	1994	"Rajshahi"	"2010-Rajshahi"	"BRRI dhan32"	"3"	"Medium"	6.12
"2010"	2010	1994	"Rangpur"	"2010-Rangpur"	"BRRI dhan32"	"3"	"Medium"	4.95
"2010"	2010	1994	"Satkhira"	"2010-Satkhira"	"BRRI dhan32"	"3"	"Medium"	4.65
"2010"	2010	1994	"Sonagazi"	"2010-Sonagazi"	"BRRI dhan32"	"3"	"Medium"	4.45
"2010"	2010	1994	"Kustia"	"2010-Kustia"	"BRRI dhan32"	"3"	"Medium"	5.3
