"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residFA"
"2006-Barisal"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	2.07966666666667	2.07966666666667	0.196868261562541	0.0387571124106572	25.8017158090711	-0.0485691518435512
"2006-Comilla"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	0.793333333333333	0.793333333333333	0.121424162177443	0.0147438271604939	67.8249947665897	-0.0194172416436473
"2006-Gazipur"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.23333333333333	2.23333333333333	0.11771624785792	0.0138571150097473	72.1650934770031	-0.0221222801887961
"2006-Kustia"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.48333333333333	3.48333333333333	0.235855141608738	0.0556276478232778	17.9766723766009	-0.0532672389917677
"2006-Rajshahi"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.31666666666667	3.31666666666667	0.156217264277102	0.0244038336582218	40.9771683418722	0.0669024225311698
"2006-Rangpur"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	2.85	2.85	0.460449236462256	0.212013499358675	4.71668079167093	0.22017285375669
"2006-Satkhira"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	3.26666666666667	3.26666666666667	0.0922209892117871	0.00850471085120055	117.581892846932	0.00658084608862319
"2006-Sonagazi"	"Aromatic-BRRI dhan34"	"2006"	2006	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	2.91333333333333	2.91333333333333	0.317058724163055	0.100526234567904	9.94765201639493	-0.0105403253302438
"2007-Barisal"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	3.93083333333333	3.93083333333333	0.207144702509568	0.0429089277777775	23.3051733471163	0.195856154218745
"2007-Comilla"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	4.57	4.57	0.128486773950664	0.0165088510802491	60.5735671815699	0.128319258258483
"2007-Gazipur"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.66666666666667	2.66666666666667	0.250121841654246	0.0625609356725115	15.9844156621108	0.0128096339900896
"2007-Kustia"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.68333333333333	3.68333333333333	0.442936671098706	0.196192894604003	5.09702454830693	-0.00516597330825919
"2007-Rajshahi"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.1	3.1	0.196675587070962	0.0386812865497077	25.8522942021316	-0.0360888851755492
"2007-Rangpur"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	1.7	1.7	0.46633152909624	0.217465095029238	4.5984391190023	-0.117411053650786
"2007-Satkhira"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	2.83333333333333	2.83333333333333	0.157792242562389	0.0248983918128677	40.163236546193	0.00479132038774521
"2007-Sonagazi"	"Aromatic-BRRI dhan34"	"2007"	2007	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	2.37333333333333	2.37333333333333	0.245868136103233	0.0604511403508777	16.5422851280502	-0.113895586355693
"2008-Barisal"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	2.79041666666667	2.79041666666667	0.13408273036402	0.0179781785818706	55.622987359154	0.0295676833531338
"2008-Comilla"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	2.62166666666667	2.62166666666667	0.103794542183517	0.0107733069870858	92.8220091749656	0.0126475099018468
"2008-Gazipur"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.23333333333333	2.23333333333333	0.126986352123884	0.016125533625731	62.0134516605597	-0.0461895163370016
"2008-Kustia"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.45833333333333	3.45833333333333	0.261360349816372	0.0683092324561361	14.6393095639325	-0.0411477357162795
"2008-Rajshahi"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.66666666666667	3.66666666666667	0.33706494593443	0.11361277777778	8.80182686806533	0.327314531274863
"2008-Rangpur"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	3.536	3.536	0.291870563317027	0.0851884257309986	11.7386838812789	0.210004528914033
"2008-Satkhira"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	3.05	3.05	0.0896704900378378	0.00804079678362597	124.36578449991	0.00127886425156687
"2008-Sonagazi"	"Aromatic-BRRI dhan34"	"2008"	2008	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	1.73333333333333	1.73333333333333	0.0835917047284917	0.00698757309941534	143.111204100845	-0.00585530143292612
"2009-Barisal"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	1.65	1.65	0.220973675082275	0.0488293650793669	20.4794798862243	-0.0827127675924613
"2009-Comilla"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	2.95916666666667	2.95916666666667	0.0980211104038042	0.00960813808479476	104.0784375885	0.00927275113567738
"2009-Gazipur"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	3.03333333333333	3.03333333333333	0.301780891292354	0.0910717063492074	10.9803586655726	0.097693531869977
"2009-Kustia"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.23333333333333	3.23333333333333	0.242403092511742	0.0587592592592562	17.0185943901679	-0.0681774894632512
"2009-Rajshahi"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.38333333333333	3.38333333333333	0.193103065381298	0.0372887938596537	26.8177083915282	0.0835499009564238
"2009-Rangpur"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	2.88333333333333	2.88333333333333	0.450886839239004	0.20329894179894	4.91886475724496	0.151550974118849
"2009-Satkhira"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	2.94166666666667	2.94166666666667	0.118707487003799	0.0140914674707571	70.9649298112649	0.0144664278693671
"2009-Sonagazi"	"Aromatic-BRRI dhan34"	"2009"	2009	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	1.36666666666667	1.36666666666667	0.119826815064344	0.0143584656084645	69.6453247351506	-0.019112086702693
"2010-Barisal"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	1.84333333333333	1.84333333333333	0.151739691124092	0.023024933862435	43.4311779558027	-0.0277117615770737
"2010-Comilla"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	3.29666666666667	3.29666666666667	0.094068073122371	0.00884880238095574	113.009643220441	0.0040003394986754
"2010-Gazipur"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.35	2.35	0.300298380381168	0.0901791172595529	11.0890417913696	-0.154584771863425
"2010-Kustia"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.06666666666667	3.06666666666667	0.267112722177734	0.0713492063491992	14.0155728587333	-0.218775237411987
"2010-Rajshahi"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	2.99166666666667	2.99166666666667	0.17895656285502	0.0320254513888827	31.2251648808028	-0.0364712940641785
"2010-Rangpur"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	2.13333333333333	2.13333333333333	0.32959410664069	0.108632275132275	9.2053673623457	-0.118033971885205
"2010-Satkhira"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	2.99583333333333	2.99583333333333	0.102330838071042	0.0104716004203217	95.4963864032997	0.0157700235014504
"2010-Sonagazi"	"Aromatic-BRRI dhan34"	"2010"	2010	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	2.97666666666667	2.97666666666667	0.104913331862387	0.0110068072024674	90.852867830358	-0.000810429796104906
"2011-Barisal"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	2.03666666666667	2.03666666666667	0.207245460071494	0.0429506807202451	23.2825180702815	-0.0799884237846538
"2011-Comilla"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	2.89666666666667	2.89666666666667	0.0906512813420829	0.00821765480896146	121.689219521546	0.00497178322072589
"2011-Gazipur"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.98333333333333	2.98333333333333	0.298516405506644	0.0891120443566069	11.221827612867	-0.0681127471349718
"2011-Kustia"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.89333333333333	3.89333333333333	0.15067043846643	0.0227015810276662	44.049795420914	0.0168609772301824
"2011-Rajshahi"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	2.6	2.6	0.287348516544748	0.082569169960467	12.111057922452	-0.444904934669234
"2011-Rangpur"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	2.26666666666667	2.26666666666667	0.243650144799973	0.059365393061048	16.8448307749206	-0.046390477323802
"2011-Satkhira"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	2.96875	2.96875	0.110149448563419	0.0121329010188253	82.4205190867716	0.00816401132656619
"2011-Sonagazi"	"Aromatic-BRRI dhan34"	"2011"	2011	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	5.13333333333333	5.13333333333333	0.403781287410964	0.163039328063255	6.13348945851901	0.453349269223092
"2012-Barisal"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	2.73	2.73	0.115621572568604	0.0133683480432369	74.8035581334155	0.00896425276698487
"2012-Comilla"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	3.22333333333333	3.22333333333333	0.177170020605692	0.0313892162014212	31.8580748746037	0.005603289026193
"2012-Gazipur"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	2.20566666666667	2.20566666666667	0.294246355329214	0.0865809176245258	11.5498891376583	-0.191090785574576
"2012-Kustia"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	3.99666666666667	3.99666666666667	0.0858951066630596	0.00737796934865838	135.538649287265	0.0169332360808476
"2012-Rajshahi"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.51	3.51	0.388473000564369	0.150911272167484	6.62641024515507	0.239788816102072
"2012-Rangpur"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	1.16666666666667	1.16666666666667	0.102383673160463	0.0104824165298285	95.3978500238403	-0.0139135475375824
"2012-Satkhira"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	1.94833333333333	1.94833333333333	0.0741893862454103	0.00550406503147068	181.683899859883	-0.00481901846170718
"2012-Sonagazi"	"Aromatic-BRRI dhan34"	"2012"	2012	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	2.98333333333333	2.98333333333333	0.106681129715292	0.011380863437331	87.8667954770327	-0.00131967198042604
"2013-Barisal"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	2.31	2.31	0.119823293997234	0.0143576217843475	69.6494179203262	-0.0406642092838805
"2013-Comilla"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	3.05	3.05	0.132762066432854	0.0176257662835216	56.7351219750883	0.0270040144596573
"2013-Gazipur"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	3.08666666666667	3.08666666666667	0.337009247086461	0.113575232621783	8.80473653380134	-0.0307893875103513
"2013-Kustia"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	2.46666666666667	2.46666666666666	0.232569062669084	0.0540883689107762	18.4882631911048	-0.135378872259253
"2013-Rajshahi"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	3.20533333333333	3.20533333333333	0.452235588087734	0.204517027133059	4.88956843358279	0.207994448923502
"2013-Rangpur"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	1.56666666666667	1.56666666666667	0.110684601490524	0.0122510810071162	81.6254499843024	-0.00423583891832591
"2013-Sonagazi"	"Aromatic-BRRI dhan34"	"2013"	2013	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	2.98	2.98	0.0662272242733976	0.0043860452349589	227.995824582363	0.00161653559858932
"2014-Bhanga"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Bhanga"	"BRRI dhan34"	"Aromatic"	2.45833333333333	2.45833333333333	0.224641938734889	0.0504640006385697	19.8161062806364	-0.162706058951827
"2014-Comilla"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	2.8	2.8	0.186035774119274	0.0346093092521575	28.8939600820742	-0.0645214913048267
"2014-Gazipur"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	3.41666666666667	3.41666666666667	0.272948974276666	0.0745011425586841	13.4226129379466	-0.105722738211369
"2014-Kustia"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	4.54333333333333	4.54333333333333	0.310736302688336	0.0965570498084171	10.3565716018058	0.257185557612096
"2014-Rajshahi"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	4.61027131766667	4.61027131766667	0.419649446356864	0.176105657827623	5.67840927052343	0.461444687287574
"2014-Rangpur"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	1.83333333333333	1.83333333333333	0.274700789272758	0.0754605236270763	13.2519621112354	-0.193947682581757
"2014-Satkhira"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	3.72333333333333	3.72333333333333	0.0981647037772755	0.00963630906768025	103.774172556789	0.0201566194971425
"2014-Sonagazi"	"Aromatic-BRRI dhan34"	"2014"	2014	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	3.71	3.71	0.102373305807809	0.0104802937420191	95.4171728976119	0.0498907697528086
"2015-Bhanga"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Bhanga"	"BRRI dhan34"	"Aromatic"	4.18333333333333	4.18333333333333	0.197529999325466	0.0390181006335187	25.6291306794402	0.112323489758261
"2015-Comilla"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	2.733754426	2.733754426	0.406385088158473	0.16514883987757	6.05514395827021	-0.298241086813481
"2015-Gazipur"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Gazipur"	"BRRI dhan34"	"Aromatic"	3.55096139633333	3.55096139633333	0.601949766311273	0.362343521162196	2.75981200600071	-0.0725593321994538
"2015-Kustia"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Kustia"	"BRRI dhan34"	"Aromatic"	4.05666666666667	4.05666666666667	0.218758537979813	0.0478552979390651	20.8963279525146	0.0277292136611216
"2015-Rajshahi"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Rajshahi"	"BRRI dhan34"	"Aromatic"	2.607837209	2.607837209	0.279277948149426	0.0779961723225532	12.8211419896928	-0.223720330199314
"2015-Rangpur"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Rangpur"	"BRRI dhan34"	"Aromatic"	1.71666666666667	1.71666666666667	0.197496902055921	0.039005026321686	25.6377214503768	0.010612441157748
"2015-Satkhira"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Satkhira"	"BRRI dhan34"	"Aromatic"	2.54891472866667	2.54891472866667	0.277161568787217	0.0768185352125914	13.0176915926938	-0.162382077556185
"2015-Sonagazi"	"Aromatic-BRRI dhan34"	"2015"	2015	1997	"Sonagazi"	"BRRI dhan34"	"Aromatic"	3.203081395	3.203081395	0.366558300514481	0.134364987676065	7.44241500182222	0.106208270325463
"2001-Barisal"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	2.35	2.35	0.130270249273229	0.0169703378457092	58.9263460216168	-0.0343691880637533
"2001-Comilla"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	3.14418604633333	3.14418604633333	0.23667842636729	0.0560166775076966	17.8518263576522	-0.0283936995274066
"2001-Gazipur"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	2.91728682166667	2.91728682166667	0.179855289614039	0.0323479252021499	30.913883773094	-0.0399240466281197
"2001-Rajshahi"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	4.24666666666667	4.24666666666667	0.198814026698745	0.0395270172121694	25.2991515811146	0.191564536400254
"2001-Rangpur"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	3.00702519366667	3.00702519366667	0.230290459685437	0.05303369582213	18.8559364852471	0.0588286904368709
"2001-Satkhira"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Satkhira"	"BRRI dhan37"	"Aromatic"	3.63052325566667	3.63052325566667	0.0529806450071667	0.00280694874537542	356.258731709137	-0.00166810252143268
"2001-Sonagazi"	"Aromatic-BRRI dhan37"	"2001"	2001	1998	"Sonagazi"	"BRRI dhan37"	"Aromatic"	2.92689922466667	2.92689922466667	0.164927883915615	0.0272012068928827	36.7630746656926	-0.057304680934982
"2002-Barisal"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	3.76666666666667	3.76666666666667	0.281482928237029	0.0792326388888922	12.6210613962044	0.0857172215402371
"2002-Comilla"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	4.25	4.25	0.358938442571367	0.128836805555559	7.76175717558261	0.228653751887463
"2002-Gazipur"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	2.93410565866667	2.93410565866667	0.208116403099544	0.0433124372390919	23.088056543201	-0.024820232731523
"2002-Rajshahi"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	4.54566666666667	4.54566666666667	0.198955141044788	0.0395831481481514	25.2632760855001	0.193857035765342
"2002-Rangpur"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	2.98333333333333	2.98333333333333	0.279582341169079	0.0781662854935831	12.7932393574221	0.0737333691665141
"2002-Satkhira"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Satkhira"	"BRRI dhan37"	"Aromatic"	3.321511628	3.321511628	0.0743786699049421	0.00553218653682834	180.760354580037	-0.0113737608362956
"2002-Sonagazi"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Sonagazi"	"BRRI dhan37"	"Aromatic"	3.22589922466667	3.22589922466667	0.161449105660212	0.0260658137184824	38.3644267084949	-0.050884649645603
"2003-Barisal"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	4.19172480633333	4.19172480633333	0.278625937318527	0.0776324129466279	12.8812175487512	0.149196553215891
"2003-Comilla"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	3.12016007766667	3.12016007766667	0.221178470801202	0.0489199159459583	20.441572326181	0.0707120002805977
"2003-Gazipur"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	1.95316279066667	1.95316279066667	0.324529121267277	0.105319150550511	9.49494934941013	-0.233683980196145
"2003-Rajshahi"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	4.39616666666667	4.39616666666667	0.208537285789058	0.0434877995642674	22.9949551372949	0.211814689561088
"2003-Rangpur"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	3.030717054	3.030717054	0.219466692898206	0.0481656292916755	20.7616928234099	-0.00723968528454266
"2003-Satkhira"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Satkhira"	"BRRI dhan37"	"Aromatic"	3.93953488366667	3.93953488366667	0.0803328310865496	0.0064533637503801	154.957947309432	-0.00645370629050035
"2003-Sonagazi"	"Aromatic-BRRI dhan37"	"2003"	2003	1998	"Sonagazi"	"BRRI dhan37"	"Aromatic"	2.69333333333333	2.69333333333333	0.352617507724465	0.124339106753813	8.04252198771191	0.0169075352983263
"2004-Barisal"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	2.79413654366667	2.79413654366667	0.181123324176459	0.0328056585607306	30.4825461177308	0.0439697377678629
"2004-Comilla"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	1.882677132	1.882677132	0.183361735588652	0.0336215260780828	29.7428497944321	-0.0437346038986504
"2004-Gazipur"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	3.36406976766667	3.36406976766667	0.250251521523669	0.0626258240249113	15.9678537659196	0.0809317218560639
"2004-Kustia"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Kustia"	"BRRI dhan37"	"Aromatic"	2.80751085266667	2.80751085266667	0.231310783736644	0.0535046786728603	18.6899543143549	-0.0837702337333837
"2004-Rajshahi"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	3.94705426366667	3.94705426366667	0.258791076389244	0.0669728212187034	14.9314301205028	0.177988756869268
"2004-Rangpur"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	2.12333333333333	2.12333333333333	0.223354422759665	0.0498871981663029	20.0452227576786	-0.0604894371670226
"2004-Satkhira"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Satkhira"	"BRRI dhan37"	"Aromatic"	3.73829457366667	3.73829457366667	0.0666436838076715	0.0044413805914569	225.155214557276	-0.00223057484770051
"2004-Sonagazi"	"Aromatic-BRRI dhan37"	"2004"	2004	1998	"Sonagazi"	"BRRI dhan37"	"Aromatic"	3.290486258	3.290486258	0.212624180500443	0.0452090421334848	22.1194688674754	0.0175273973998062
"2005-Barisal"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	4.27033333333333	4.27033333333333	0.397251863695922	0.157809043209883	6.33677246664513	0.383128113555758
"2005-Comilla"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	2.78255813966667	2.78255813966667	0.240082416876525	0.0576395668932734	17.3491935123597	-0.0383309979490276
"2005-Gazipur"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	3.747131783	3.747131783	0.331375450796174	0.109809689390368	9.10666449884082	0.263346102549026
"2005-Kustia"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Kustia"	"BRRI dhan37"	"Aromatic"	3.71656201533333	3.71656201533333	0.202586823538365	0.0410414210713645	24.3656280385896	-0.0649335789290735
"2005-Rajshahi"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	4.44577519366667	4.44577519366667	0.224303420598291	0.0503120244920936	19.875964247019	0.0750786796193053
"2005-Rangpur"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	2.229864936	2.229864936	0.342009921960273	0.116970786719272	8.5491431497335	0.135428775433072
"2005-Satkhira"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Satkhira"	"BRRI dhan37"	"Aromatic"	3.75875968966667	3.75875968966667	0.0241789846416651	0.000584623298301876	1710.50316144541	-0.000270072103683905
"2005-Sonagazi"	"Aromatic-BRRI dhan37"	"2005"	2005	1998	"Sonagazi"	"BRRI dhan37"	"Aromatic"	3.13	3.13	0.130167062086742	0.0169434640522938	59.0198082820391	-0.0123753752503672
"2006-Barisal"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	2.25666666666667	2.25666666666667	0.196868261562541	0.0387571124106572	25.8017158090711	-0.0334927812197181
"2006-Comilla"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	0.66	0.66	0.121424162177443	0.0147438271604939	67.8249947665897	-0.0311999893880027
"2006-Gazipur"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Gazipur"	"BRRI dhan37"	"Aromatic"	2.91666666666667	2.91666666666667	0.11771624785792	0.0138571150097473	72.1650934770031	0.0058959814442372
"2006-Kustia"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Kustia"	"BRRI dhan37"	"Aromatic"	4.25	4.25	0.235855141608738	0.0556276478232778	17.9766723766009	0.0604831103507628
"2006-Rajshahi"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Rajshahi"	"BRRI dhan37"	"Aromatic"	3.36666666666667	3.36666666666667	0.156217264277102	0.0244038336582218	40.9771683418722	0.0268997261878732
"2006-Rangpur"	"Aromatic-BRRI dhan37"	"2006"	2006	1998	"Rangpur"	"BRRI dhan37"	"Aromatic"	2.31666666666667	2.31666666666667	0.460449236462257	0.212013499358675	4.71668079167093	-0.203455538004479
