Y	t.k	r.i	L	Env	G2	Group	mean.yield	G
2008	2008	1998	Habiganj	2008-2009-Habiganj	BRRI dhan36	Stress	7.2	BRRIdhan36
2008	2008	1998	Rajshahi	2008-2009-Rajshahi	BRRI dhan36	Stress	3.75	BRRIdhan36
2008	2008	1998	Rangpur	2008-2009-Rangpur	BRRI dhan36	Stress	2.433333333	BRRIdhan36
2008	2008	1998	Kustia	2008-2009-Kustia	BRRI dhan36	Stress	7.773333333	BRRIdhan36
2008	2008	1998	Satkhira	2008-2009-Satkhira	BRRI dhan36	Stress	6.066666667	BRRIdhan36
2009	2009	1998	Barisal	2009-2010-Barisal	BRRI dhan36	Stress	5.8	BRRIdhan36
2009	2009	1998	Bhanga	2009-2010-Bhanga	BRRI dhan36	Stress	6.89	BRRIdhan36
2009	2009	1998	Comilla	2009-2010-Comilla	BRRI dhan36	Stress	5.753333333	BRRIdhan36
2009	2009	1998	Gazipur	2009-2010-Gazipur	BRRI dhan36	Stress	4.22	BRRIdhan36
2009	2009	1998	Habiganj	2009-2010-Habiganj	BRRI dhan36	Stress	6.233333333	BRRIdhan36
2009	2009	1998	Rajshahi	2009-2010-Rajshahi	BRRI dhan36	Stress	4.13	BRRIdhan36
2009	2009	1998	Rangpur	2009-2010-Rangpur	BRRI dhan36	Stress	4.533333333	BRRIdhan36
2009	2009	1998	Satkhira	2009-2010-Satkhira	BRRI dhan36	Stress	6.116666667	BRRIdhan36
2009	2009	1998	Kustia	2009-2010-Kustia	BRRI dhan36	Stress	6.84	BRRIdhan36
2010	2010	1998	Barisal	2010-2011-Barisal	BRRI dhan36	Stress	5.506666667	BRRIdhan36
2010	2010	1998	Bhanga	2010-2011-Bhanga	BRRI dhan36	Stress	7.096666667	BRRIdhan36
2010	2010	1998	Comilla	2010-2011-Comilla	BRRI dhan36	Stress	4.97	BRRIdhan36
2010	2010	1998	Gazipur	2010-2011-Gazipur	BRRI dhan36	Stress	3.15	BRRIdhan36
2010	2010	1998	Habiganj	2010-2011-Habiganj	BRRI dhan36	Stress	5.266666667	BRRIdhan36
2010	2010	1998	Rangpur	2010-2011-Rangpur	BRRI dhan36	Stress	2.466666667	BRRIdhan36
2010	2010	1998	Satkhira	2010-2011-Satkhira	BRRI dhan36	Stress	6.166666667	BRRIdhan36
2010	2010	1998	Sonagazi	2010-2011-Sonagazi	BRRI dhan36	Stress	5.2	BRRIdhan36
2010	2010	1998	Kustia	2010-2011-Kustia	BRRI dhan36	Stress	5.903333333	BRRIdhan36
2010	2010	1998	Rajshahi	2010-2011-Rajshahi	BRRI dhan36	Stress	4.573333333	BRRIdhan36
2011	2011	1998	Barisal	2011-2012-Barisal	BRRI dhan36	Stress	5.506666667	BRRIdhan36
2011	2011	1998	Bhanga	2011-2012-Bhanga	BRRI dhan36	Stress	7.096666667	BRRIdhan36
2011	2011	1998	Comilla	2011-2012-Comilla	BRRI dhan36	Stress	4.5	BRRIdhan36
2011	2011	1998	Gazipur	2011-2012-Gazipur	BRRI dhan36	Stress	5.65	BRRIdhan36
2011	2011	1998	Habiganj	2011-2012-Habiganj	BRRI dhan36	Stress	5.266666667	BRRIdhan36
2011	2011	1998	Rangpur	2011-2012-Rangpur	BRRI dhan36	Stress	2.466666667	BRRIdhan36
2011	2011	1998	Satkhira	2011-2012-Satkhira	BRRI dhan36	Stress	6.263333333	BRRIdhan36
2011	2011	1998	Sonagazi	2011-2012-Sonagazi	BRRI dhan36	Stress	5.2	BRRIdhan36
2011	2011	1998	Kustia	2011-2012-Kustia	BRRI dhan36	Stress	5.903333333	BRRIdhan36
2011	2011	1998	Rajshahi	2011-2012-Rajshahi	BRRI dhan36	Stress	5.016666667	BRRIdhan36
2012	2012	1998	Barisal	2012-2013-Barisal	BRRI dhan36	Stress	5.093333333	BRRIdhan36
2012	2012	1998	Bhanga	2012-2013-Bhanga	BRRI dhan36	Stress	7.29	BRRIdhan36
2012	2012	1998	Comilla	2012-2013-Comilla	BRRI dhan36	Stress	4.596666667	BRRIdhan36
2012	2012	1998	Gazipur	2012-2013-Gazipur	BRRI dhan36	Stress	7.15	BRRIdhan36
2012	2012	1998	Habiganj	2012-2013-Habiganj	BRRI dhan36	Stress	5.266666667	BRRIdhan36
2012	2012	1998	Rangpur	2012-2013-Rangpur	BRRI dhan36	Stress	4.266666667	BRRIdhan36
2012	2012	1998	Satkhira	2012-2013-Satkhira	BRRI dhan36	Stress	6.866666667	BRRIdhan36
2012	2012	1998	Sonagazi	2012-2013-Sonagazi	BRRI dhan36	Stress	4.673333333	BRRIdhan36
2012	2012	1998	Kustia	2012-2013-Kustia	BRRI dhan36	Stress	6.093333333	BRRIdhan36
2012	2012	1998	Rajshahi	2012-2013-Rajshahi	BRRI dhan36	Stress	4.316666667	BRRIdhan36
2013	2013	1998	Barisal	2013-2014-Barisal	BRRI dhan36	Stress	4.78	BRRIdhan36
2013	2013	1998	Bhanga	2013-2014-Bhanga	BRRI dhan36	Stress	5.733333333	BRRIdhan36
2013	2013	1998	Comilla	2013-2014-Comilla	BRRI dhan36	Stress	4.413333333	BRRIdhan36
2013	2013	1998	Gazipur	2013-2014-Gazipur	BRRI dhan36	Stress	6.633333333	BRRIdhan36
2013	2013	1998	Habiganj	2013-2014-Habiganj	BRRI dhan36	Stress	5.256666667	BRRIdhan36
2013	2013	1998	Rangpur	2013-2014-Rangpur	BRRI dhan36	Stress	6.633333333	BRRIdhan36
2013	2013	1998	Satkhira	2013-2014-Satkhira	BRRI dhan36	Stress	5.653333333	BRRIdhan36
2013	2013	1998	Sonagazi	2013-2014-Sonagazi	BRRI dhan36	Stress	3.74	BRRIdhan36
2013	2013	1998	Kustia	2013-2014-Kustia	BRRI dhan36	Stress	6.11	BRRIdhan36
2013	2013	1998	Rajshahi	2013-2014-Rajshahi	BRRI dhan36	Stress	4.76	BRRIdhan36
2014	2014	1998	Barisal	2014-2015-Barisal	BRRI dhan36	Stress	4.283333333	BRRIdhan36
2014	2014	1998	Bhanga	2014-2015-Bhanga	BRRI dhan36	Stress	6.6	BRRIdhan36
2014	2014	1998	Comilla	2014-2015-Comilla	BRRI dhan36	Stress	5.606666667	BRRIdhan36
2014	2014	1998	Gazipur	2014-2015-Gazipur	BRRI dhan36	Stress	6.166666667	BRRIdhan36
2014	2014	1998	Habiganj	2014-2015-Habiganj	BRRI dhan36	Stress	6.403333333	BRRIdhan36
2014	2014	1998	Rangpur	2014-2015-Rangpur	BRRI dhan36	Stress	2.4	BRRIdhan36
2014	2014	1998	Satkhira	2014-2015-Satkhira	BRRI dhan36	Stress	6.503333333	BRRIdhan36
2014	2014	1998	Sonagazi	2014-2015-Sonagazi	BRRI dhan36	Stress	3.396666667	BRRIdhan36
2014	2014	1998	Kustia	2014-2015-Kustia	BRRI dhan36	Stress	6.12	BRRIdhan36
2014	2014	1998	Rajshahi	2014-2015-Rajshahi	BRRI dhan36	Stress	5.21	BRRIdhan36
2015	2015	1998	Barisal	2015-2016-Barisal	BRRI dhan36	Stress	4.186666667	BRRIdhan36
2015	2015	1998	Bhanga	2015-2016-Bhanga	BRRI dhan36	Stress	6.066666667	BRRIdhan36
2015	2015	1998	Comilla	2015-2016-Comilla	BRRI dhan36	Stress	5.766666667	BRRIdhan36
2015	2015	1998	Gazipur	2015-2016-Gazipur	BRRI dhan36	Stress	7.39	BRRIdhan36
2015	2015	1998	Habiganj	2015-2016-Habiganj	BRRI dhan36	Stress	5.966666667	BRRIdhan36
2015	2015	1998	Rangpur	2015-2016-Rangpur	BRRI dhan36	Stress	5.12	BRRIdhan36
2015	2015	1998	Satkhira	2015-2016-Satkhira	BRRI dhan36	Stress	6.5	BRRIdhan36
2015	2015	1998	Sonagazi	2015-2016-Sonagazi	BRRI dhan36	Stress	4.926666667	BRRIdhan36
2015	2015	1998	Kustia	2015-2016-Kustia	BRRI dhan36	Stress	6.51	BRRIdhan36
2015	2015	1998	Rajshahi	2015-2016-Rajshahi	BRRI dhan36	Stress	4.833333333	BRRIdhan36
2001	2001	2005	Barisal	2001-2002-Barisal	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Bhanga	2001-2002-Bhanga	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Comilla	2001-2002-Comilla	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Habiganj	2001-2002-Habiganj	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Rajshahi	2001-2002-Rajshahi	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Rangpur	2001-2002-Rangpur	BRRI dhan45	Short	NA	BRRIdhan45
2001	2001	2005	Satkhira	2001-2002-Satkhira	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Barisal	2002-2003-Barisal	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Bhanga	2002-2003-Bhanga	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Comilla	2002-2003-Comilla	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Gazipur	2002-2003-Gazipur	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Habiganj	2002-2003-Habiganj	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Rajshahi	2002-2003-Rajshahi	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Rangpur	2002-2003-Rangpur	BRRI dhan45	Short	NA	BRRIdhan45
2002	2002	2005	Satkhira	2002-2003-Satkhira	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Barisal	2003-2004-Barisal	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Bhanga	2003-2004-Bhanga	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Comilla	2003-2004-Comilla	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Gazipur	2003-2004-Gazipur	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Habiganj	2003-2004-Habiganj	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Rajshahi	2003-2004-Rajshahi	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Rangpur	2003-2004-Rangpur	BRRI dhan45	Short	NA	BRRIdhan45
2003	2003	2005	Satkhira	2003-2004-Satkhira	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Barisal	2004-2005-Barisal	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Bhanga	2004-2005-Bhanga	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Comilla	2004-2005-Comilla	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Gazipur	2004-2005-Gazipur	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Habiganj	2004-2005-Habiganj	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Rajshahi	2004-2005-Rajshahi	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Rangpur	2004-2005-Rangpur	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Satkhira	2004-2005-Satkhira	BRRI dhan45	Short	NA	BRRIdhan45
2004	2004	2005	Kustia	2004-2005-Kustia	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Barisal	2005-2006-Barisal	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Bhanga	2005-2006-Bhanga	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Comilla	2005-2006-Comilla	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Gazipur	2005-2006-Gazipur	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Habiganj	2005-2006-Habiganj	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Rajshahi	2005-2006-Rajshahi	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Rangpur	2005-2006-Rangpur	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Satkhira	2005-2006-Satkhira	BRRI dhan45	Short	NA	BRRIdhan45
2005	2005	2005	Kustia	2005-2006-Kustia	BRRI dhan45	Short	NA	BRRIdhan45
2006	2006	2005	Barisal	2006-2007-Barisal	BRRI dhan45	Short	6.466666667	BRRIdhan45
2006	2006	2005	Bhanga	2006-2007-Bhanga	BRRI dhan45	Short	7.953333333	BRRIdhan45
2006	2006	2005	Comilla	2006-2007-Comilla	BRRI dhan45	Short	5.75	BRRIdhan45
2006	2006	2005	Gazipur	2006-2007-Gazipur	BRRI dhan45	Short	NA	BRRIdhan45
2006	2006	2005	Habiganj	2006-2007-Habiganj	BRRI dhan45	Short	6.203333333	BRRIdhan45
2006	2006	2005	Rajshahi	2006-2007-Rajshahi	BRRI dhan45	Short	3.666666667	BRRIdhan45
2006	2006	2005	Kustia	2006-2007-Kustia	BRRI dhan45	Short	8.516666667	BRRIdhan45
2006	2006	2005	Rangpur	2006-2007-Rangpur	BRRI dhan45	Short	4.883333333	BRRIdhan45
2006	2006	2005	Satkhira	2006-2007-Satkhira	BRRI dhan45	Short	7.07	BRRIdhan45
2007	2007	2005	Barisal	2007-2008-Barisal	BRRI dhan45	Short	6.466666667	BRRIdhan45
2007	2007	2005	Bhanga	2007-2008-Bhanga	BRRI dhan45	Short	6.7	BRRIdhan45
2007	2007	2005	Comilla	2007-2008-Comilla	BRRI dhan45	Short	7.796666667	BRRIdhan45
2007	2007	2005	Gazipur	2007-2008-Gazipur	BRRI dhan45	Short	4.1	BRRIdhan45
2007	2007	2005	Habiganj	2007-2008-Habiganj	BRRI dhan45	Short	6.203333333	BRRIdhan45
2007	2007	2005	Rangpur	2007-2008-Rangpur	BRRI dhan45	Short	1.833333333	BRRIdhan45
2007	2007	2005	Satkhira	2007-2008-Satkhira	BRRI dhan45	Short	6.8	BRRIdhan45
2007	2007	2005	Kustia	2007-2008-Kustia	BRRI dhan45	Short	6.796666667	BRRIdhan45
2007	2007	2005	Rajshahi	2007-2008-Rajshahi	BRRI dhan45	Short	3.75	BRRIdhan45
2008	2008	2005	Barisal	2008-2009-Barisal	BRRI dhan45	Short	5.98	BRRIdhan45
2008	2008	2005	Bhanga	2008-2009-Bhanga	BRRI dhan45	Short	7.326666667	BRRIdhan45
2008	2008	2005	Comilla	2008-2009-Comilla	BRRI dhan45	Short	5.1	BRRIdhan45
2008	2008	2005	Gazipur	2008-2009-Gazipur	BRRI dhan45	Short	4.716666667	BRRIdhan45
2008	2008	2005	Habiganj	2008-2009-Habiganj	BRRI dhan45	Short	7.566666667	BRRIdhan45
2008	2008	2005	Rajshahi	2008-2009-Rajshahi	BRRI dhan45	Short	3.826666667	BRRIdhan45
2008	2008	2005	Rangpur	2008-2009-Rangpur	BRRI dhan45	Short	2.6	BRRIdhan45
2008	2008	2005	Kustia	2008-2009-Kustia	BRRI dhan45	Short	7.763333333	BRRIdhan45
2008	2008	2005	Satkhira	2008-2009-Satkhira	BRRI dhan45	Short	6.94	BRRIdhan45
2009	2009	2005	Barisal	2009-2010-Barisal	BRRI dhan45	Short	5.483333333	BRRIdhan45
2009	2009	2005	Bhanga	2009-2010-Bhanga	BRRI dhan45	Short	6.85	BRRIdhan45
2009	2009	2005	Comilla	2009-2010-Comilla	BRRI dhan45	Short	6.15	BRRIdhan45
2009	2009	2005	Gazipur	2009-2010-Gazipur	BRRI dhan45	Short	3.683333333	BRRIdhan45
2009	2009	2005	Habiganj	2009-2010-Habiganj	BRRI dhan45	Short	6.366666667	BRRIdhan45
2009	2009	2005	Rajshahi	2009-2010-Rajshahi	BRRI dhan45	Short	3.79	BRRIdhan45
2009	2009	2005	Rangpur	2009-2010-Rangpur	BRRI dhan45	Short	4.466666667	BRRIdhan45
2009	2009	2005	Satkhira	2009-2010-Satkhira	BRRI dhan45	Short	6.803333333	BRRIdhan45
2009	2009	2005	Kustia	2009-2010-Kustia	BRRI dhan45	Short	6.663333333	BRRIdhan45
2010	2010	2005	Barisal	2010-2011-Barisal	BRRI dhan45	Short	4.386666667	BRRIdhan45
2010	2010	2005	Bhanga	2010-2011-Bhanga	BRRI dhan45	Short	6.366666667	BRRIdhan45
2010	2010	2005	Comilla	2010-2011-Comilla	BRRI dhan45	Short	6.636666667	BRRIdhan45
2010	2010	2005	Gazipur	2010-2011-Gazipur	BRRI dhan45	Short	2.416666667	BRRIdhan45
2010	2010	2005	Habiganj	2010-2011-Habiganj	BRRI dhan45	Short	5.166666667	BRRIdhan45
2010	2010	2005	Rangpur	2010-2011-Rangpur	BRRI dhan45	Short	2.346666667	BRRIdhan45
2010	2010	2005	Satkhira	2010-2011-Satkhira	BRRI dhan45	Short	6.666666667	BRRIdhan45
2010	2010	2005	Sonagazi	2010-2011-Sonagazi	BRRI dhan45	Short	5.733333333	BRRIdhan45
2010	2010	2005	Kustia	2010-2011-Kustia	BRRI dhan45	Short	5.56	BRRIdhan45
2010	2010	2005	Rajshahi	2010-2011-Rajshahi	BRRI dhan45	Short	4.766666667	BRRIdhan45
2011	2011	2005	Barisal	2011-2012-Barisal	BRRI dhan45	Short	4.386666667	BRRIdhan45
2011	2011	2005	Bhanga	2011-2012-Bhanga	BRRI dhan45	Short	6.366666667	BRRIdhan45
2011	2011	2005	Comilla	2011-2012-Comilla	BRRI dhan45	Short	5.696666667	BRRIdhan45
2011	2011	2005	Gazipur	2011-2012-Gazipur	BRRI dhan45	Short	5.306666667	BRRIdhan45
2011	2011	2005	Habiganj	2011-2012-Habiganj	BRRI dhan45	Short	5.166666667	BRRIdhan45
2011	2011	2005	Rangpur	2011-2012-Rangpur	BRRI dhan45	Short	2.673333333	BRRIdhan45
2011	2011	2005	Satkhira	2011-2012-Satkhira	BRRI dhan45	Short	6.506666667	BRRIdhan45
2011	2011	2005	Sonagazi	2011-2012-Sonagazi	BRRI dhan45	Short	5.733333333	BRRIdhan45
2011	2011	2005	Kustia	2011-2012-Kustia	BRRI dhan45	Short	5.56	BRRIdhan45
2011	2011	2005	Rajshahi	2011-2012-Rajshahi	BRRI dhan45	Short	5.753333333	BRRIdhan45
2012	2012	2005	Barisal	2012-2013-Barisal	BRRI dhan45	Short	5.01	BRRIdhan45
2012	2012	2005	Bhanga	2012-2013-Bhanga	BRRI dhan45	Short	7.24	BRRIdhan45
2012	2012	2005	Comilla	2012-2013-Comilla	BRRI dhan45	Short	5.516666667	BRRIdhan45
2012	2012	2005	Gazipur	2012-2013-Gazipur	BRRI dhan45	Short	5.683333333	BRRIdhan45
2012	2012	2005	Habiganj	2012-2013-Habiganj	BRRI dhan45	Short	5.633333333	BRRIdhan45
2012	2012	2005	Rangpur	2012-2013-Rangpur	BRRI dhan45	Short	4.433333333	BRRIdhan45
2012	2012	2005	Satkhira	2012-2013-Satkhira	BRRI dhan45	Short	6.733333333	BRRIdhan45
2012	2012	2005	Sonagazi	2012-2013-Sonagazi	BRRI dhan45	Short	2.75	BRRIdhan45
2012	2012	2005	Kustia	2012-2013-Kustia	BRRI dhan45	Short	6.22	BRRIdhan45
2012	2012	2005	Rajshahi	2012-2013-Rajshahi	BRRI dhan45	Short	4.396666667	BRRIdhan45
2013	2013	2005	Barisal	2013-2014-Barisal	BRRI dhan45	Short	5.056666667	BRRIdhan45
2013	2013	2005	Bhanga	2013-2014-Bhanga	BRRI dhan45	Short	7.133333333	BRRIdhan45
2013	2013	2005	Comilla	2013-2014-Comilla	BRRI dhan45	Short	5.33	BRRIdhan45
2013	2013	2005	Gazipur	2013-2014-Gazipur	BRRI dhan45	Short	5.766666667	BRRIdhan45
2013	2013	2005	Habiganj	2013-2014-Habiganj	BRRI dhan45	Short	6.096666667	BRRIdhan45
2013	2013	2005	Rangpur	2013-2014-Rangpur	BRRI dhan45	Short	6.233333333	BRRIdhan45
2013	2013	2005	Satkhira	2013-2014-Satkhira	BRRI dhan45	Short	6.276666667	BRRIdhan45
2013	2013	2005	Sonagazi	2013-2014-Sonagazi	BRRI dhan45	Short	4.506666667	BRRIdhan45
2013	2013	2005	Kustia	2013-2014-Kustia	BRRI dhan45	Short	6.296666667	BRRIdhan45
2013	2013	2005	Rajshahi	2013-2014-Rajshahi	BRRI dhan45	Short	4.753333333	BRRIdhan45
2014	2014	2005	Barisal	2014-2015-Barisal	BRRI dhan45	Short	4.556666667	BRRIdhan45
2014	2014	2005	Bhanga	2014-2015-Bhanga	BRRI dhan45	Short	6.656666667	BRRIdhan45
2014	2014	2005	Comilla	2014-2015-Comilla	BRRI dhan45	Short	6.173333333	BRRIdhan45
2014	2014	2005	Gazipur	2014-2015-Gazipur	BRRI dhan45	Short	4.8	BRRIdhan45
2014	2014	2005	Habiganj	2014-2015-Habiganj	BRRI dhan45	Short	5.9	BRRIdhan45
2014	2014	2005	Rangpur	2014-2015-Rangpur	BRRI dhan45	Short	3	BRRIdhan45
2014	2014	2005	Satkhira	2014-2015-Satkhira	BRRI dhan45	Short	6.506666667	BRRIdhan45
2014	2014	2005	Sonagazi	2014-2015-Sonagazi	BRRI dhan45	Short	5.73	BRRIdhan45
2014	2014	2005	Kustia	2014-2015-Kustia	BRRI dhan45	Short	6.366666667	BRRIdhan45
2014	2014	2005	Rajshahi	2014-2015-Rajshahi	BRRI dhan45	Short	5.113333333	BRRIdhan45
2015	2015	2005	Barisal	2015-2016-Barisal	BRRI dhan45	Short	3.553333333	BRRIdhan45
2015	2015	2005	Bhanga	2015-2016-Bhanga	BRRI dhan45	Short	5.963333333	BRRIdhan45
2015	2015	2005	Comilla	2015-2016-Comilla	BRRI dhan45	Short	5.32	BRRIdhan45
2015	2015	2005	Gazipur	2015-2016-Gazipur	BRRI dhan45	Short	7.633333333	BRRIdhan45
2015	2015	2005	Habiganj	2015-2016-Habiganj	BRRI dhan45	Short	6.8	BRRIdhan45
2015	2015	2005	Rangpur	2015-2016-Rangpur	BRRI dhan45	Short	5.676666667	BRRIdhan45
2015	2015	2005	Satkhira	2015-2016-Satkhira	BRRI dhan45	Short	5.506666667	BRRIdhan45
2015	2015	2005	Sonagazi	2015-2016-Sonagazi	BRRI dhan45	Short	4.05	BRRIdhan45
2015	2015	2005	Kustia	2015-2016-Kustia	BRRI dhan45	Short	6.713333333	BRRIdhan45
2015	2015	2005	Rajshahi	2015-2016-Rajshahi	BRRI dhan45	Short	4.336666667	BRRIdhan45
2001	2001	2007	Barisal	2001-2002-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Bhanga	2001-2002-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Comilla	2001-2002-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Habiganj	2001-2002-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Rajshahi	2001-2002-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Rangpur	2001-2002-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2001	2001	2007	Satkhira	2001-2002-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Barisal	2002-2003-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Bhanga	2002-2003-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Comilla	2002-2003-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Gazipur	2002-2003-Gazipur	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Habiganj	2002-2003-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Rajshahi	2002-2003-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Rangpur	2002-2003-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2002	2002	2007	Satkhira	2002-2003-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Barisal	2003-2004-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Bhanga	2003-2004-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Comilla	2003-2004-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Gazipur	2003-2004-Gazipur	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Habiganj	2003-2004-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Rajshahi	2003-2004-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Rangpur	2003-2004-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2003	2003	2007	Satkhira	2003-2004-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Barisal	2004-2005-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Bhanga	2004-2005-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Comilla	2004-2005-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Gazipur	2004-2005-Gazipur	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Habiganj	2004-2005-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Rajshahi	2004-2005-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Rangpur	2004-2005-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Satkhira	2004-2005-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2004	2004	2007	Kustia	2004-2005-Kustia	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Barisal	2005-2006-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Bhanga	2005-2006-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Comilla	2005-2006-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Gazipur	2005-2006-Gazipur	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Habiganj	2005-2006-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Rajshahi	2005-2006-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Rangpur	2005-2006-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Satkhira	2005-2006-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2005	2005	2007	Kustia	2005-2006-Kustia	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Barisal	2006-2007-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Bhanga	2006-2007-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Comilla	2006-2007-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Gazipur	2006-2007-Gazipur	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Habiganj	2006-2007-Habiganj	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Rajshahi	2006-2007-Rajshahi	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Kustia	2006-2007-Kustia	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Rangpur	2006-2007-Rangpur	BRRI dhan47	Stress	NA	BRRIdhan47
2006	2006	2007	Satkhira	2006-2007-Satkhira	BRRI dhan47	Stress	NA	BRRIdhan47
2007	2007	2007	Barisal	2007-2008-Barisal	BRRI dhan47	Stress	NA	BRRIdhan47
2007	2007	2007	Bhanga	2007-2008-Bhanga	BRRI dhan47	Stress	NA	BRRIdhan47
2007	2007	2007	Comilla	2007-2008-Comilla	BRRI dhan47	Stress	NA	BRRIdhan47
2007	2007	2007	Gazipur	2007-2008-Gazipur	BRRI dhan47	Stress	4.7	BRRIdhan47
