"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2005"	2005	1994	"Kustia"	"2005-2006-Kustia"	"BRRI dhan29"	"2"	"Long"	6.49
"2006"	2006	1994	"Barisal"	"2006-2007-Barisal"	"BRRI dhan29"	"2"	"Long"	6.02
"2006"	2006	1994	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan29"	"2"	"Long"	8.38
"2006"	2006	1994	"Comilla"	"2006-2007-Comilla"	"BRRI dhan29"	"2"	"Long"	6.37
"2006"	2006	1994	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan29"	"2"	"Long"	5.65
"2006"	2006	1994	"Habiganj"	"2006-2007-Habiganj"	"BRRI dhan29"	"2"	"Long"	7.23
"2006"	2006	1994	"Rajshahi"	"2006-2007-Rajshahi"	"BRRI dhan29"	"2"	"Long"	4.2
"2006"	2006	1994	"Kustia"	"2006-2007-Kustia"	"BRRI dhan29"	"2"	"Long"	7.79
"2006"	2006	1994	"Rangpur"	"2006-2007-Rangpur"	"BRRI dhan29"	"2"	"Long"	5.73
"2006"	2006	1994	"Satkhira"	"2006-2007-Satkhira"	"BRRI dhan29"	"2"	"Long"	7.42
"2007"	2007	1994	"Barisal"	"2007-2008-Barisal"	"BRRI dhan29"	"2"	"Long"	7.06
"2007"	2007	1994	"Bhanga"	"2007-2008-Bhanga"	"BRRI dhan29"	"2"	"Long"	7.9
"2007"	2007	1994	"Comilla"	"2007-2008-Comilla"	"BRRI dhan29"	"2"	"Long"	8.71
"2007"	2007	1994	"Gazipur"	"2007-2008-Gazipur"	"BRRI dhan29"	"2"	"Long"	5.55
"2007"	2007	1994	"Habiganj"	"2007-2008-Habiganj"	"BRRI dhan29"	"2"	"Long"	7.23
"2007"	2007	1994	"Rangpur"	"2007-2008-Rangpur"	"BRRI dhan29"	"2"	"Long"	3
"2007"	2007	1994	"Satkhira"	"2007-2008-Satkhira"	"BRRI dhan29"	"2"	"Long"	8
"2007"	2007	1994	"Kustia"	"2007-2008-Kustia"	"BRRI dhan29"	"2"	"Long"	5.97
"2007"	2007	1994	"Rajshahi"	"2007-2008-Rajshahi"	"BRRI dhan29"	"2"	"Long"	4.31
"2008"	2008	1994	"Barisal"	"2008-2009-Barisal"	"BRRI dhan29"	"2"	"Long"	5.93
"2008"	2008	1994	"Bhanga"	"2008-2009-Bhanga"	"BRRI dhan29"	"2"	"Long"	8.14
"2008"	2008	1994	"Comilla"	"2008-2009-Comilla"	"BRRI dhan29"	"2"	"Long"	6.89
"2008"	2008	1994	"Gazipur"	"2008-2009-Gazipur"	"BRRI dhan29"	"2"	"Long"	5.55
"2008"	2008	1994	"Habiganj"	"2008-2009-Habiganj"	"BRRI dhan29"	"2"	"Long"	8.6
"2008"	2008	1994	"Rajshahi"	"2008-2009-Rajshahi"	"BRRI dhan29"	"2"	"Long"	4.41
"2008"	2008	1994	"Rangpur"	"2008-2009-Rangpur"	"BRRI dhan29"	"2"	"Long"	2.8
"2008"	2008	1994	"Kustia"	"2008-2009-Kustia"	"BRRI dhan29"	"2"	"Long"	7.6
"2008"	2008	1994	"Satkhira"	"2008-2009-Satkhira"	"BRRI dhan29"	"2"	"Long"	7.71
"2009"	2009	1994	"Barisal"	"2009-2010-Barisal"	"BRRI dhan29"	"2"	"Long"	4.8
"2009"	2009	1994	"Bhanga"	"2009-2010-Bhanga"	"BRRI dhan29"	"2"	"Long"	7.54
"2009"	2009	1994	"Comilla"	"2009-2010-Comilla"	"BRRI dhan29"	"2"	"Long"	7.75
"2009"	2009	1994	"Gazipur"	"2009-2010-Gazipur"	"BRRI dhan29"	"2"	"Long"	3.8
"2009"	2009	1994	"Habiganj"	"2009-2010-Habiganj"	"BRRI dhan29"	"2"	"Long"	7.55
"2009"	2009	1994	"Rajshahi"	"2009-2010-Rajshahi"	"BRRI dhan29"	"2"	"Long"	4.36
"2009"	2009	1994	"Rangpur"	"2009-2010-Rangpur"	"BRRI dhan29"	"2"	"Long"	4.5
"2009"	2009	1994	"Satkhira"	"2009-2010-Satkhira"	"BRRI dhan29"	"2"	"Long"	6.86
"2009"	2009	1994	"Kustia"	"2009-2010-Kustia"	"BRRI dhan29"	"2"	"Long"	6.15
"2010"	2010	1994	"Barisal"	"2010-2011-Barisal"	"BRRI dhan29"	"2"	"Long"	5.75
"2010"	2010	1994	"Bhanga"	"2010-2011-Bhanga"	"BRRI dhan29"	"2"	"Long"	6.94
"2010"	2010	1994	"Comilla"	"2010-2011-Comilla"	"BRRI dhan29"	"2"	"Long"	7.48
"2010"	2010	1994	"Gazipur"	"2010-2011-Gazipur"	"BRRI dhan29"	"2"	"Long"	2.3
"2010"	2010	1994	"Habiganj"	"2010-2011-Habiganj"	"BRRI dhan29"	"2"	"Long"	6.5
"2010"	2010	1994	"Rangpur"	"2010-2011-Rangpur"	"BRRI dhan29"	"2"	"Long"	2.6
"2010"	2010	1994	"Satkhira"	"2010-2011-Satkhira"	"BRRI dhan29"	"2"	"Long"	6
"2010"	2010	1994	"Sonagazi"	"2010-2011-Sonagazi"	"BRRI dhan29"	"2"	"Long"	7.2
"2010"	2010	1994	"Kustia"	"2010-2011-Kustia"	"BRRI dhan29"	"2"	"Long"	4.7
"2010"	2010	1994	"Rajshahi"	"2010-2011-Rajshahi"	"BRRI dhan29"	"2"	"Long"	5.14
"2011"	2011	1994	"Barisal"	"2011-2012-Barisal"	"BRRI dhan29"	"2"	"Long"	5.75
"2011"	2011	1994	"Bhanga"	"2011-2012-Bhanga"	"BRRI dhan29"	"2"	"Long"	6.94
"2011"	2011	1994	"Comilla"	"2011-2012-Comilla"	"BRRI dhan29"	"2"	"Long"	6.82
"2011"	2011	1994	"Gazipur"	"2011-2012-Gazipur"	"BRRI dhan29"	"2"	"Long"	5.69
"2011"	2011	1994	"Habiganj"	"2011-2012-Habiganj"	"BRRI dhan29"	"2"	"Long"	6.5
"2011"	2011	1994	"Rangpur"	"2011-2012-Rangpur"	"BRRI dhan29"	"2"	"Long"	2.6
"2011"	2011	1994	"Satkhira"	"2011-2012-Satkhira"	"BRRI dhan29"	"2"	"Long"	6.9
"2011"	2011	1994	"Sonagazi"	"2011-2012-Sonagazi"	"BRRI dhan29"	"2"	"Long"	7.2
"2011"	2011	1994	"Kustia"	"2011-2012-Kustia"	"BRRI dhan29"	"2"	"Long"	4.7
"2011"	2011	1994	"Rajshahi"	"2011-2012-Rajshahi"	"BRRI dhan29"	"2"	"Long"	5.92
"2012"	2012	1994	"Barisal"	"2012-2013-Barisal"	"BRRI dhan29"	"2"	"Long"	5.26
"2012"	2012	1994	"Bhanga"	"2012-2013-Bhanga"	"BRRI dhan29"	"2"	"Long"	8.89
"2012"	2012	1994	"Comilla"	"2012-2013-Comilla"	"BRRI dhan29"	"2"	"Long"	6.79
"2012"	2012	1994	"Gazipur"	"2012-2013-Gazipur"	"BRRI dhan29"	"2"	"Long"	6.28
"2012"	2012	1994	"Habiganj"	"2012-2013-Habiganj"	"BRRI dhan29"	"2"	"Long"	6.58
"2012"	2012	1994	"Rangpur"	"2012-2013-Rangpur"	"BRRI dhan29"	"2"	"Long"	4.55
"2012"	2012	1994	"Satkhira"	"2012-2013-Satkhira"	"BRRI dhan29"	"2"	"Long"	7.2
"2012"	2012	1994	"Sonagazi"	"2012-2013-Sonagazi"	"BRRI dhan29"	"2"	"Long"	3.24
"2012"	2012	1994	"Kustia"	"2012-2013-Kustia"	"BRRI dhan29"	"2"	"Long"	6.75
"2012"	2012	1994	"Rajshahi"	"2012-2013-Rajshahi"	"BRRI dhan29"	"2"	"Long"	4.94
"2013"	2013	1994	"Barisal"	"2013-2014-Barisal"	"BRRI dhan29"	"2"	"Long"	6.18
"2013"	2013	1994	"Bhanga"	"2013-2014-Bhanga"	"BRRI dhan29"	"2"	"Long"	8.2
"2013"	2013	1994	"Comilla"	"2013-2014-Comilla"	"BRRI dhan29"	"2"	"Long"	6.85
"2013"	2013	1994	"Gazipur"	"2013-2014-Gazipur"	"BRRI dhan29"	"2"	"Long"	6.9
"2013"	2013	1994	"Habiganj"	"2013-2014-Habiganj"	"BRRI dhan29"	"2"	"Long"	6.65
"2013"	2013	1994	"Rangpur"	"2013-2014-Rangpur"	"BRRI dhan29"	"2"	"Long"	7.4
"2013"	2013	1994	"Satkhira"	"2013-2014-Satkhira"	"BRRI dhan29"	"2"	"Long"	6.6
"2013"	2013	1994	"Sonagazi"	"2013-2014-Sonagazi"	"BRRI dhan29"	"2"	"Long"	7.18
"2013"	2013	1994	"Kustia"	"2013-2014-Kustia"	"BRRI dhan29"	"2"	"Long"	6.4
"2013"	2013	1994	"Rajshahi"	"2013-2014-Rajshahi"	"BRRI dhan29"	"2"	"Long"	2.9
"2014"	2014	1994	"Barisal"	"2014-2015-Barisal"	"BRRI dhan29"	"2"	"Long"	5.11
"2014"	2014	1994	"Bhanga"	"2014-2015-Bhanga"	"BRRI dhan29"	"2"	"Long"	7.13
"2014"	2014	1994	"Comilla"	"2014-2015-Comilla"	"BRRI dhan29"	"2"	"Long"	6.15
"2014"	2014	1994	"Gazipur"	"2014-2015-Gazipur"	"BRRI dhan29"	"2"	"Long"	8.5
"2014"	2014	1994	"Habiganj"	"2014-2015-Habiganj"	"BRRI dhan29"	"2"	"Long"	6.83
"2014"	2014	1994	"Rangpur"	"2014-2015-Rangpur"	"BRRI dhan29"	"2"	"Long"	3.55
"2014"	2014	1994	"Satkhira"	"2014-2015-Satkhira"	"BRRI dhan29"	"2"	"Long"	7.49
"2014"	2014	1994	"Sonagazi"	"2014-2015-Sonagazi"	"BRRI dhan29"	"2"	"Long"	6.3
"2014"	2014	1994	"Kustia"	"2014-2015-Kustia"	"BRRI dhan29"	"2"	"Long"	6.05
"2014"	2014	1994	"Rajshahi"	"2014-2015-Rajshahi"	"BRRI dhan29"	"2"	"Long"	7.87
"2015"	2015	1994	"Barisal"	"2015-2016-Barisal"	"BRRI dhan29"	"2"	"Long"	5.4
"2015"	2015	1994	"Bhanga"	"2015-2016-Bhanga"	"BRRI dhan29"	"2"	"Long"	7.71
"2015"	2015	1994	"Comilla"	"2015-2016-Comilla"	"BRRI dhan29"	"2"	"Long"	7.05
"2015"	2015	1994	"Gazipur"	"2015-2016-Gazipur"	"BRRI dhan29"	"2"	"Long"	7.37
"2015"	2015	1994	"Habiganj"	"2015-2016-Habiganj"	"BRRI dhan29"	"2"	"Long"	7.4
"2015"	2015	1994	"Rangpur"	"2015-2016-Rangpur"	"BRRI dhan29"	"2"	"Long"	4.94
"2015"	2015	1994	"Satkhira"	"2015-2016-Satkhira"	"BRRI dhan29"	"2"	"Long"	6.63
"2015"	2015	1994	"Sonagazi"	"2015-2016-Sonagazi"	"BRRI dhan29"	"2"	"Long"	5.24
"2015"	2015	1994	"Kustia"	"2015-2016-Kustia"	"BRRI dhan29"	"2"	"Long"	8.32
"2015"	2015	1994	"Rajshahi"	"2015-2016-Rajshahi"	"BRRI dhan29"	"2"	"Long"	6.44
"2001"	2001	1994	"Barisal"	"2001-2002-Barisal"	"BRRI dhan29"	"3"	"Long"	9.06
"2001"	2001	1994	"Bhanga"	"2001-2002-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.7
"2001"	2001	1994	"Comilla"	"2001-2002-Comilla"	"BRRI dhan29"	"3"	"Long"	5.65
"2001"	2001	1994	"Habiganj"	"2001-2002-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.04
"2001"	2001	1994	"Rajshahi"	"2001-2002-Rajshahi"	"BRRI dhan29"	"3"	"Long"	4.8
"2001"	2001	1994	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan29"	"3"	"Long"	8.3
"2001"	2001	1994	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.83
"2002"	2002	1994	"Barisal"	"2002-2003-Barisal"	"BRRI dhan29"	"3"	"Long"	5.75
"2002"	2002	1994	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.49
"2002"	2002	1994	"Comilla"	"2002-2003-Comilla"	"BRRI dhan29"	"3"	"Long"	5.99
"2002"	2002	1994	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan29"	"3"	"Long"	5
"2002"	2002	1994	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.91
"2002"	2002	1994	"Rajshahi"	"2002-2003-Rajshahi"	"BRRI dhan29"	"3"	"Long"	5.6
"2002"	2002	1994	"Rangpur"	"2002-2003-Rangpur"	"BRRI dhan29"	"3"	"Long"	4.6
"2002"	2002	1994	"Satkhira"	"2002-2003-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.55
"2003"	2003	1994	"Barisal"	"2003-2004-Barisal"	"BRRI dhan29"	"3"	"Long"	5
"2003"	2003	1994	"Bhanga"	"2003-2004-Bhanga"	"BRRI dhan29"	"3"	"Long"	5.12
"2003"	2003	1994	"Comilla"	"2003-2004-Comilla"	"BRRI dhan29"	"3"	"Long"	6.34
"2003"	2003	1994	"Gazipur"	"2003-2004-Gazipur"	"BRRI dhan29"	"3"	"Long"	3.3
"2003"	2003	1994	"Habiganj"	"2003-2004-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.03
"2003"	2003	1994	"Rajshahi"	"2003-2004-Rajshahi"	"BRRI dhan29"	"3"	"Long"	2.13
"2003"	2003	1994	"Rangpur"	"2003-2004-Rangpur"	"BRRI dhan29"	"3"	"Long"	5.51
"2003"	2003	1994	"Satkhira"	"2003-2004-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.77
"2004"	2004	1994	"Barisal"	"2004-2005-Barisal"	"BRRI dhan29"	"3"	"Long"	7.09
"2004"	2004	1994	"Bhanga"	"2004-2005-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.54
"2004"	2004	1994	"Comilla"	"2004-2005-Comilla"	"BRRI dhan29"	"3"	"Long"	6.44
"2004"	2004	1994	"Gazipur"	"2004-2005-Gazipur"	"BRRI dhan29"	"3"	"Long"	4.26
"2004"	2004	1994	"Habiganj"	"2004-2005-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.3
"2004"	2004	1994	"Rajshahi"	"2004-2005-Rajshahi"	"BRRI dhan29"	"3"	"Long"	3.85
"2004"	2004	1994	"Rangpur"	"2004-2005-Rangpur"	"BRRI dhan29"	"3"	"Long"	5.6
"2004"	2004	1994	"Satkhira"	"2004-2005-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.27
"2004"	2004	1994	"Kustia"	"2004-2005-Kustia"	"BRRI dhan29"	"3"	"Long"	4.92
"2005"	2005	1994	"Barisal"	"2005-2006-Barisal"	"BRRI dhan29"	"3"	"Long"	8.02
"2005"	2005	1994	"Bhanga"	"2005-2006-Bhanga"	"BRRI dhan29"	"3"	"Long"	7.04
"2005"	2005	1994	"Comilla"	"2005-2006-Comilla"	"BRRI dhan29"	"3"	"Long"	6.64
"2005"	2005	1994	"Gazipur"	"2005-2006-Gazipur"	"BRRI dhan29"	"3"	"Long"	6.67
"2005"	2005	1994	"Habiganj"	"2005-2006-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.5
"2005"	2005	1994	"Rajshahi"	"2005-2006-Rajshahi"	"BRRI dhan29"	"3"	"Long"	8.03
"2005"	2005	1994	"Rangpur"	"2005-2006-Rangpur"	"BRRI dhan29"	"3"	"Long"	5.71
"2005"	2005	1994	"Satkhira"	"2005-2006-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.22
"2005"	2005	1994	"Kustia"	"2005-2006-Kustia"	"BRRI dhan29"	"3"	"Long"	6.37
"2006"	2006	1994	"Barisal"	"2006-2007-Barisal"	"BRRI dhan29"	"3"	"Long"	5.91
"2006"	2006	1994	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.27
"2006"	2006	1994	"Comilla"	"2006-2007-Comilla"	"BRRI dhan29"	"3"	"Long"	6.27
"2006"	2006	1994	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan29"	"3"	"Long"	4.59
"2006"	2006	1994	"Habiganj"	"2006-2007-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.32
"2006"	2006	1994	"Rajshahi"	"2006-2007-Rajshahi"	"BRRI dhan29"	"3"	"Long"	5
"2006"	2006	1994	"Kustia"	"2006-2007-Kustia"	"BRRI dhan29"	"3"	"Long"	7.82
"2006"	2006	1994	"Rangpur"	"2006-2007-Rangpur"	"BRRI dhan29"	"3"	"Long"	5.41
"2006"	2006	1994	"Satkhira"	"2006-2007-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.51
"2007"	2007	1994	"Barisal"	"2007-2008-Barisal"	"BRRI dhan29"	"3"	"Long"	6.96
"2007"	2007	1994	"Bhanga"	"2007-2008-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.24
"2007"	2007	1994	"Comilla"	"2007-2008-Comilla"	"BRRI dhan29"	"3"	"Long"	8.41
"2007"	2007	1994	"Gazipur"	"2007-2008-Gazipur"	"BRRI dhan29"	"3"	"Long"	5.15
"2007"	2007	1994	"Habiganj"	"2007-2008-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.32
"2007"	2007	1994	"Rangpur"	"2007-2008-Rangpur"	"BRRI dhan29"	"3"	"Long"	2.9
"2007"	2007	1994	"Satkhira"	"2007-2008-Satkhira"	"BRRI dhan29"	"3"	"Long"	8.5
"2007"	2007	1994	"Kustia"	"2007-2008-Kustia"	"BRRI dhan29"	"3"	"Long"	5.76
"2007"	2007	1994	"Rajshahi"	"2007-2008-Rajshahi"	"BRRI dhan29"	"3"	"Long"	4.36
"2008"	2008	1994	"Barisal"	"2008-2009-Barisal"	"BRRI dhan29"	"3"	"Long"	5.81
"2008"	2008	1994	"Bhanga"	"2008-2009-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.26
"2008"	2008	1994	"Comilla"	"2008-2009-Comilla"	"BRRI dhan29"	"3"	"Long"	6.62
"2008"	2008	1994	"Gazipur"	"2008-2009-Gazipur"	"BRRI dhan29"	"3"	"Long"	4.9
"2008"	2008	1994	"Habiganj"	"2008-2009-Habiganj"	"BRRI dhan29"	"3"	"Long"	8.2
"2008"	2008	1994	"Rajshahi"	"2008-2009-Rajshahi"	"BRRI dhan29"	"3"	"Long"	3.72
"2008"	2008	1994	"Rangpur"	"2008-2009-Rangpur"	"BRRI dhan29"	"3"	"Long"	2.7
"2008"	2008	1994	"Kustia"	"2008-2009-Kustia"	"BRRI dhan29"	"3"	"Long"	7.6
"2008"	2008	1994	"Satkhira"	"2008-2009-Satkhira"	"BRRI dhan29"	"3"	"Long"	8.01
"2009"	2009	1994	"Barisal"	"2009-2010-Barisal"	"BRRI dhan29"	"3"	"Long"	4.65
"2009"	2009	1994	"Bhanga"	"2009-2010-Bhanga"	"BRRI dhan29"	"3"	"Long"	7.61
"2009"	2009	1994	"Comilla"	"2009-2010-Comilla"	"BRRI dhan29"	"3"	"Long"	7.66
"2009"	2009	1994	"Gazipur"	"2009-2010-Gazipur"	"BRRI dhan29"	"3"	"Long"	4.55
"2009"	2009	1994	"Habiganj"	"2009-2010-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.15
"2009"	2009	1994	"Rajshahi"	"2009-2010-Rajshahi"	"BRRI dhan29"	"3"	"Long"	4.04
"2009"	2009	1994	"Rangpur"	"2009-2010-Rangpur"	"BRRI dhan29"	"3"	"Long"	3.9
"2009"	2009	1994	"Satkhira"	"2009-2010-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.75
"2009"	2009	1994	"Kustia"	"2009-2010-Kustia"	"BRRI dhan29"	"3"	"Long"	6.2
"2010"	2010	1994	"Barisal"	"2010-2011-Barisal"	"BRRI dhan29"	"3"	"Long"	5.24
"2010"	2010	1994	"Bhanga"	"2010-2011-Bhanga"	"BRRI dhan29"	"3"	"Long"	6.97
"2010"	2010	1994	"Comilla"	"2010-2011-Comilla"	"BRRI dhan29"	"3"	"Long"	7.71
"2010"	2010	1994	"Gazipur"	"2010-2011-Gazipur"	"BRRI dhan29"	"3"	"Long"	1.95
"2010"	2010	1994	"Habiganj"	"2010-2011-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.1
"2010"	2010	1994	"Rangpur"	"2010-2011-Rangpur"	"BRRI dhan29"	"3"	"Long"	2.9
"2010"	2010	1994	"Satkhira"	"2010-2011-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.5
"2010"	2010	1994	"Sonagazi"	"2010-2011-Sonagazi"	"BRRI dhan29"	"3"	"Long"	7.1
"2010"	2010	1994	"Kustia"	"2010-2011-Kustia"	"BRRI dhan29"	"3"	"Long"	4.8
"2010"	2010	1994	"Rajshahi"	"2010-2011-Rajshahi"	"BRRI dhan29"	"3"	"Long"	6.04
"2011"	2011	1994	"Barisal"	"2011-2012-Barisal"	"BRRI dhan29"	"3"	"Long"	5.24
"2011"	2011	1994	"Bhanga"	"2011-2012-Bhanga"	"BRRI dhan29"	"3"	"Long"	6.97
"2011"	2011	1994	"Comilla"	"2011-2012-Comilla"	"BRRI dhan29"	"3"	"Long"	6.61
"2011"	2011	1994	"Gazipur"	"2011-2012-Gazipur"	"BRRI dhan29"	"3"	"Long"	5.9
"2011"	2011	1994	"Habiganj"	"2011-2012-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.1
"2011"	2011	1994	"Rangpur"	"2011-2012-Rangpur"	"BRRI dhan29"	"3"	"Long"	2.9
"2011"	2011	1994	"Satkhira"	"2011-2012-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.71
"2011"	2011	1994	"Sonagazi"	"2011-2012-Sonagazi"	"BRRI dhan29"	"3"	"Long"	7.1
"2011"	2011	1994	"Kustia"	"2011-2012-Kustia"	"BRRI dhan29"	"3"	"Long"	4.8
"2011"	2011	1994	"Rajshahi"	"2011-2012-Rajshahi"	"BRRI dhan29"	"3"	"Long"	8.04
"2012"	2012	1994	"Barisal"	"2012-2013-Barisal"	"BRRI dhan29"	"3"	"Long"	4.76
"2012"	2012	1994	"Bhanga"	"2012-2013-Bhanga"	"BRRI dhan29"	"3"	"Long"	9.36
"2012"	2012	1994	"Comilla"	"2012-2013-Comilla"	"BRRI dhan29"	"3"	"Long"	7.07
"2012"	2012	1994	"Gazipur"	"2012-2013-Gazipur"	"BRRI dhan29"	"3"	"Long"	6.95
"2012"	2012	1994	"Habiganj"	"2012-2013-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.55
"2012"	2012	1994	"Rangpur"	"2012-2013-Rangpur"	"BRRI dhan29"	"3"	"Long"	4.4
"2012"	2012	1994	"Satkhira"	"2012-2013-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.8
"2012"	2012	1994	"Sonagazi"	"2012-2013-Sonagazi"	"BRRI dhan29"	"3"	"Long"	2.86
"2012"	2012	1994	"Kustia"	"2012-2013-Kustia"	"BRRI dhan29"	"3"	"Long"	6.53
"2012"	2012	1994	"Rajshahi"	"2012-2013-Rajshahi"	"BRRI dhan29"	"3"	"Long"	4.15
"2013"	2013	1994	"Barisal"	"2013-2014-Barisal"	"BRRI dhan29"	"3"	"Long"	6.43
"2013"	2013	1994	"Bhanga"	"2013-2014-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.4
"2013"	2013	1994	"Comilla"	"2013-2014-Comilla"	"BRRI dhan29"	"3"	"Long"	7.05
"2013"	2013	1994	"Gazipur"	"2013-2014-Gazipur"	"BRRI dhan29"	"3"	"Long"	7.8
"2013"	2013	1994	"Habiganj"	"2013-2014-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.99
"2013"	2013	1994	"Rangpur"	"2013-2014-Rangpur"	"BRRI dhan29"	"3"	"Long"	7.5
"2013"	2013	1994	"Satkhira"	"2013-2014-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.61
"2013"	2013	1994	"Sonagazi"	"2013-2014-Sonagazi"	"BRRI dhan29"	"3"	"Long"	6.95
"2013"	2013	1994	"Kustia"	"2013-2014-Kustia"	"BRRI dhan29"	"3"	"Long"	7.11
"2013"	2013	1994	"Rajshahi"	"2013-2014-Rajshahi"	"BRRI dhan29"	"3"	"Long"	2.94
"2014"	2014	1994	"Barisal"	"2014-2015-Barisal"	"BRRI dhan29"	"3"	"Long"	5.01
"2014"	2014	1994	"Bhanga"	"2014-2015-Bhanga"	"BRRI dhan29"	"3"	"Long"	7.28
"2014"	2014	1994	"Comilla"	"2014-2015-Comilla"	"BRRI dhan29"	"3"	"Long"	6.22
"2014"	2014	1994	"Gazipur"	"2014-2015-Gazipur"	"BRRI dhan29"	"3"	"Long"	8
"2014"	2014	1994	"Habiganj"	"2014-2015-Habiganj"	"BRRI dhan29"	"3"	"Long"	6.45
"2014"	2014	1994	"Rangpur"	"2014-2015-Rangpur"	"BRRI dhan29"	"3"	"Long"	3.7
"2014"	2014	1994	"Satkhira"	"2014-2015-Satkhira"	"BRRI dhan29"	"3"	"Long"	7.76
"2014"	2014	1994	"Sonagazi"	"2014-2015-Sonagazi"	"BRRI dhan29"	"3"	"Long"	6.48
"2014"	2014	1994	"Kustia"	"2014-2015-Kustia"	"BRRI dhan29"	"3"	"Long"	7.68
"2014"	2014	1994	"Rajshahi"	"2014-2015-Rajshahi"	"BRRI dhan29"	"3"	"Long"	7.03
"2015"	2015	1994	"Barisal"	"2015-2016-Barisal"	"BRRI dhan29"	"3"	"Long"	5.14
"2015"	2015	1994	"Bhanga"	"2015-2016-Bhanga"	"BRRI dhan29"	"3"	"Long"	8.19
"2015"	2015	1994	"Comilla"	"2015-2016-Comilla"	"BRRI dhan29"	"3"	"Long"	7.01
"2015"	2015	1994	"Gazipur"	"2015-2016-Gazipur"	"BRRI dhan29"	"3"	"Long"	8.3
"2015"	2015	1994	"Habiganj"	"2015-2016-Habiganj"	"BRRI dhan29"	"3"	"Long"	7.8
"2015"	2015	1994	"Rangpur"	"2015-2016-Rangpur"	"BRRI dhan29"	"3"	"Long"	5.91
"2015"	2015	1994	"Satkhira"	"2015-2016-Satkhira"	"BRRI dhan29"	"3"	"Long"	6.88
"2015"	2015	1994	"Sonagazi"	"2015-2016-Sonagazi"	"BRRI dhan29"	"3"	"Long"	3.84
"2015"	2015	1994	"Kustia"	"2015-2016-Kustia"	"BRRI dhan29"	"3"	"Long"	8.03
"2015"	2015	1994	"Rajshahi"	"2015-2016-Rajshahi"	"BRRI dhan29"	"3"	"Long"	5.88
"2001"	2001	1998	"Barisal"	"2001-2002-Barisal"	"BRRI dhan35"	"1"	"Long"	7.08
"2001"	2001	1998	"Bhanga"	"2001-2002-Bhanga"	"BRRI dhan35"	"1"	"Long"	7.7
"2001"	2001	1998	"Comilla"	"2001-2002-Comilla"	"BRRI dhan35"	"1"	"Long"	6.35
"2001"	2001	1998	"Habiganj"	"2001-2002-Habiganj"	"BRRI dhan35"	"1"	"Long"	5.38
"2001"	2001	1998	"Rajshahi"	"2001-2002-Rajshahi"	"BRRI dhan35"	"1"	"Long"	5.4
"2001"	2001	1998	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan35"	"1"	"Long"	6.47
"2001"	2001	1998	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan35"	"1"	"Long"	5.63
"2002"	2002	1998	"Barisal"	"2002-2003-Barisal"	"BRRI dhan35"	"1"	"Long"	5.6
"2002"	2002	1998	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan35"	"1"	"Long"	6.4
"2002"	2002	1998	"Comilla"	"2002-2003-Comilla"	"BRRI dhan35"	"1"	"Long"	4.48
"2002"	2002	1998	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan35"	"1"	"Long"	6.25
"2002"	2002	1998	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan35"	"1"	"Long"	6.29
